,year,date,venue,crowd,match_id,home_team,away_team,home_team_score,away_team_score
143,2011, Sat 30 Jul 5:40pm,Domain Stadium,30937,5291,Fremantle, Hawthorn,44,95
144,2011, Sat 30 Jul 7:10pm,Metricon Stadium,17482,5290,Gold Coast, St Kilda,54,74
145,2011, Sun 31 Jul 2:10pm,MCG,73163,5292,Collingwood, Essendon,166,92
146,2011, Sun 31 Jul 4:10pm,AAMI Stadium,40586,5293,Adelaide, Port Adelaide,111,79
147,2011, Fri 5 Aug 7:40pm,Marvel Stadium,26181,5294,St Kilda, Fremantle,113,72
148,2011, Sat 6 Aug 2:10pm,GMHBA Stadium,24588,5296,Geelong, Gold Coast,188,38
149,2011, Sat 6 Aug 2:10pm,MCG,42342,5295,Carlton, Melbourne,134,58
150,2011, Sat 6 Aug 7:10pm,AAMI Stadium,21863,5298,Port Adelaide, Collingwood,21,159
151,2011, Sat 6 Aug 7:10pm,Marvel Stadium,38722,5297,Essendon, Sydney,100,99
152,2011, Sun 7 Aug 1:10pm,Gabba,17930,5299,Brisbane, Adelaide,105,110
153,2011, Sun 7 Aug 2:10pm,UTAS Stadium,16820,5300,Hawthorn, North Melbourne,103,86
154,2011, Sun 7 Aug 2:40pm,Domain Stadium,38106,5301,West Coast, Richmond,147,90
155,2011, Fri 12 Aug 7:40pm,Marvel Stadium,46505,5302,St Kilda, Collingwood,70,89
156,2011, Sat 13 Aug 1:10pm,Domain Stadium,34737,5304,Fremantle, Carlton,85,115
157,2011, Sat 13 Aug 2:10pm,MCG,27532,5303,Hawthorn, Port Adelaide,197,32
158,2011, Sat 13 Aug 7:10pm,Gabba,23565,5306,Brisbane, Gold Coast,123,61
159,2011, Sat 13 Aug 7:10pm,Marvel Stadium,38986,5305,Western Bulldogs, Essendon,101,150
160,2011, Sun 14 Aug 1:10pm,Marvel Stadium,15739,5307,Melbourne, West Coast,62,110
161,2011, Sun 14 Aug 2:10pm,MCG,34337,5308,Richmond, Sydney,99,56
162,2011, Sun 14 Aug 4:10pm,AAMI Stadium,33576,5309,Adelaide, Geelong,85,96
163,2011, Fri 19 Aug 7:40pm,Marvel Stadium,52052,5310,Carlton, Hawthorn,66,78
164,2011, Sat 20 Aug 1:10pm,Domain Stadium,38253,5312,West Coast, Essendon,134,77
165,2011, Sat 20 Aug 2:10pm,Metricon Stadium,16168,5311,Gold Coast, Adelaide,64,125
166,2011, Sat 20 Aug 7:10pm,MCG,47788,5314,Collingwood, Brisbane,102,84
167,2011, Sat 20 Aug 7:10pm,Marvel Stadium,17581,5313,North Melbourne, Fremantle,143,45
168,2011, Sun 21 Aug 1:10pm,ANZ Stadium,25025,5315,Sydney, St Kilda,83,68
169,2011, Sun 21 Aug 2:40pm,AAMI Stadium,14169,5316,Port Adelaide, Western Bulldogs,97,157
170,2011, Sun 21 Aug 4:40pm,MCG,36321,5317,Melbourne, Richmond,110,117
171,2011, Fri 26 Aug 6:40pm,Domain Stadium,31985,5318,Fremantle, Collingwood,52,132
172,2011, Sat 27 Aug 2:10pm,GMHBA Stadium,25900,5320,Geelong, Sydney,86,99
173,2011, Sat 27 Aug 2:10pm,MCG,42198,5319,Hawthorn, Western Bulldogs,113,67
174,2011, Sat 27 Aug 7:10pm,Marvel Stadium,35848,5321,St Kilda, North Melbourne,135,70
175,2011, Sat 27 Aug 7:10pm,Gabba,13500,5322,Brisbane, West Coast,81,89
176,2011, Sun 28 Aug 12:40pm,AAMI Stadium,38023,5323,Adelaide, Richmond,99,121
177,2011, Sun 28 Aug 2:10pm,MCG,21534,5324,Melbourne, Gold Coast,112,82
178,2011, Sun 28 Aug 4:40pm,Marvel Stadium,34849,5325,Essendon, Port Adelaide,120,113
179,2011, Fri 2 Sep 7:40pm,MCG,85705,5331,Collingwood, Geelong,53,149
180,2011, Sat 3 Sep 1:10pm,Metricon Stadium,19314,5327,Gold Coast, Hawthorn,97,106
181,2011, Sat 3 Sep 2:10pm,Marvel Stadium,18128,5326,Western Bulldogs, Fremantle,107,61
182,2011, Sat 3 Sep 4:10pm,SCG,27721,5328,Sydney, Brisbane,119,67
183,2011, Sat 3 Sep 5:10pm,Domain Stadium,36062,5333,West Coast, Adelaide,145,50
184,2011, Sat 3 Sep 7:10pm,MCG,55606,5329,Carlton, St Kilda,66,86
185,2011, Sun 4 Sep 2:40pm,Adelaide Oval,29314,5332,Port Adelaide, Melbourne,112,104
186,2011, Sun 4 Sep 4:40pm,Marvel Stadium,32890,5330,Richmond, North Melbourne,91,104
187,2011, Fri 9 Sep 7:45pm,MCG,73400,5334,Geelong, Hawthorn,98,67
188,2011, Sat 10 Sep 2:20pm,MCG,67379,5335,Collingwood, West Coast,82,62
189,2011, Sat 10 Sep 7:20pm,Marvel Stadium,39205,5336,St Kilda, Sydney,57,82
190,2011, Sun 11 Sep 2:40pm,MCG,90161,5337,Carlton, Essendon,149,87
191,2011, Fri 16 Sep 7:45pm,MCG,55198,5338,Hawthorn, Sydney,122,86
192,2011, Sat 17 Sep 5:50pm,Domain Stadium,42803,5339,West Coast, Carlton,101,98
193,2011, Fri 23 Sep 7:45pm,MCG,87112,5340,Collingwood, Hawthorn,68,65
194,2011, Sat 24 Sep 2:20pm,MCG,59455,5341,Geelong, West Coast,117,69
195,2011, Sat 1 Oct 2:30pm,MCG,99537,5342,Collingwood, Geelong,81,119
0,2012, Sat 24 Mar 7:20pm,ANZ Stadium,38203,5343,GWS, Sydney,37,100
1,2012, Thu 29 Mar 7:40pm,MCG,78285,5344,Richmond, Carlton,81,125
2,2012, Fri 30 Mar 7:50pm,MCG,78464,5345,Hawthorn, Collingwood,137,115
3,2012, Sat 31 Mar 1:40pm,MCG,33473,5346,Melbourne, Brisbane,78,119
4,2012, Sat 31 Mar 3:40pm,Metricon Stadium,12790,5347,Gold Coast, Adelaide,68,137
5,2012, Sat 31 Mar 4:40pm,Domain Stadium,34601,5348,Fremantle, Geelong,105,101
6,2012, Sat 31 Mar 7:40pm,Marvel Stadium,45818,5349,North Melbourne, Essendon,102,104
7,2012, Sun 1 Apr 1:10pm,Marvel Stadium,24977,5350,Western Bulldogs, West Coast,87,136
8,2012, Sun 1 Apr 4:10pm,AAMI Stadium,21179,5351,Port Adelaide, St Kilda,89,85
9,2012, Thu 5 Apr 7:40pm,Gabba,25913,5352,Brisbane, Carlton,63,154
10,2012, Sat 7 Apr 1:45pm,Marvel Stadium,34118,5353,Essendon, Port Adelaide,111,86
11,2012, Sat 7 Apr 2:10pm,SCG,22242,5354,Sydney, Fremantle,94,81
12,2012, Sat 7 Apr 2:40pm,Domain Stadium,35674,5355,West Coast, Melbourne,166,58
13,2012, Sat 7 Apr 7:10pm,AAMI Stadium,34021,5356,Adelaide, Western Bulldogs,82,64
14,2012, Sat 7 Apr 7:40pm,MCG,57268,5357,Collingwood, Richmond,85,64
15,2012, Sun 8 Apr 1:10pm,Blundstone Arena,11127,5358,North Melbourne, GWS,183,54
16,2012, Sun 8 Apr 4:40pm,Marvel Stadium,21078,5359,St Kilda, Gold Coast,139,47
17,2012, Mon 9 Apr 3:10pm,MCG,69231,5360,Geelong, Hawthorn,92,90
18,2012, Fri 13 Apr 7:50pm,MCG,84259,5361,Carlton, Collingwood,122,62
19,2012, Sat 14 Apr 1:40pm,AAMI Stadium,19032,5363,Port Adelaide, Sydney,83,105
20,2012, Sat 14 Apr 1:45pm,MCG,49826,5362,Richmond, Melbourne,133,74
21,2012, Sat 14 Apr 2:40pm,Domain Stadium,33473,5364,Fremantle, Brisbane,64,35
22,2012, Sat 14 Apr 7:40pm,Marvel Stadium,28971,5365,Western Bulldogs, St Kilda,40,103
23,2012, Sat 14 Apr 7:40pm,Metricon Stadium,17069,5366,Gold Coast, Essendon,88,105
24,2012, Sun 15 Apr 1:10pm,Blacktown International,6875,5367,GWS, West Coast,69,150
25,2012, Sun 15 Apr 3:15pm,MCG,33524,5368,Hawthorn, Adelaide,140,84
26,2012, Sun 15 Apr 4:40pm,Marvel Stadium,29630,5369,North Melbourne, Geelong,131,114
27,2012, Fri 20 Apr 7:50pm,Marvel Stadium,30172,5370,St Kilda, Fremantle,79,92
28,2012, Sat 21 Apr 1:45pm,MCG,73172,5371,Carlton, Essendon,79,109
29,2012, Sat 21 Apr 2:10pm,Marvel Stadium,30741,5372,Collingwood, Port Adelaide,97,73
30,2012, Sat 21 Apr 4:10pm,AAMI Stadium,28261,5373,Adelaide, GWS,96,50
31,2012, Sat 21 Apr 5:40pm,Domain Stadium,40080,5375,West Coast, Hawthorn,51,46
32,2012, Sat 21 Apr 7:40pm,Gabba,21980,5374,Brisbane, Gold Coast,111,46
33,2012, Sun 22 Apr 1:10pm,GMHBA Stadium,21952,5376,Geelong, Richmond,75,65
34,2012, Sun 22 Apr 3:15pm,SCG,21049,5377,Sydney, North Melbourne,113,77
35,2012, Sun 22 Apr 4:40pm,MCG,33565,5378,Melbourne, Western Bulldogs,67,88
36,2012, Wed 25 Apr 2:40pm,MCG,86932,5379,Collingwood, Essendon,80,79
37,2012, Fri 27 Apr 6:40pm,Domain Stadium,38847,5380,Fremantle, Carlton,57,65
38,2012, Sat 28 Apr 2:10pm,Canberra Oval,9128,5381,GWS, Western Bulldogs,62,104
39,2012, Sat 28 Apr 4:40pm,Marvel Stadium,17680,5382,North Melbourne, Gold Coast,127,93
40,2012, Sat 28 Apr 7:40pm,MCG,24798,5384,Melbourne, St Kilda,66,84
41,2012, Sat 28 Apr 7:40pm,Gabba,15528,5383,Brisbane, Geelong,41,79
42,2012, Sun 29 Apr 1:10pm,UTAS Stadium,19217,5385,Hawthorn, Sydney,69,106
43,2012, Sun 29 Apr 3:15pm,Marvel Stadium,28464,5386,Richmond, West Coast,97,107
44,2012, Sun 29 Apr 4:10pm,AAMI Stadium,41649,5387,Adelaide, Port Adelaide,110,91
45,2012, Fri 4 May 7:50pm,Marvel Stadium,38155,5388,Western Bulldogs, Collingwood,77,98
46,2012, Sat 5 May 1:40pm,Marvel Stadium,36361,5389,Essendon, Brisbane,129,62
47,2012, Sat 5 May 1:45pm,GMHBA Stadium,18010,5390,Geelong, Melbourne,119,76
48,2012, Sat 5 May 4:40pm,Metricon Stadium,11670,5391,Gold Coast, Fremantle,87,94
49,2012, Sat 5 May 7:40pm,MCG,42289,5393,St Kilda, Hawthorn,88,123
50,2012, Sat 5 May 7:40pm,SCG,23969,5392,Sydney, Adelaide,94,99
51,2012, Sun 6 May 1:10pm,Marvel Stadium,28213,5394,Carlton, GWS,110,43
52,2012, Sun 6 May 2:40pm,Domain Stadium,37202,5396,West Coast, North Melbourne,120,95
53,2012, Sun 6 May 2:45pm,AAMI Stadium,18522,5395,Port Adelaide, Richmond,54,91
54,2012, Fri 11 May 7:50pm,MCG,36430,5397,Melbourne, Hawthorn,49,115
55,2012, Sat 12 May 1:15pm,AAMI Stadium,35535,5399,Adelaide, Geelong,122,72
56,2012, Sat 12 May 1:40pm,Canberra Oval,8603,5398,GWS, Gold Coast,94,67
57,2012, Sat 12 May 4:40pm,MCG,40352,5400,Richmond, Sydney,91,62
58,2012, Sat 12 May 7:40pm,Marvel Stadium,43260,5402,Essendon, West Coast,113,52
59,2012, Sat 12 May 7:40pm,Gabba,27926,5401,Brisbane, Collingwood,58,116
60,2012, Sun 13 May 1:10pm,Marvel Stadium,20885,5403,North Melbourne, Western Bulldogs,83,101
61,2012, Sun 13 May 2:40pm,Domain Stadium,30079,5404,Fremantle, Port Adelaide,87,47
62,2012, Mon 14 May 7:40pm,Marvel Stadium,38823,5405,St Kilda, Carlton,122,98
63,2012, Fri 18 May 7:50pm,MCG,75650,5406,Collingwood, Geelong,96,84
64,2012, Sat 19 May 1:15pm,AAMI Stadium,14508,5407,Port Adelaide, North Melbourne,95,93
65,2012, Sat 19 May 2:10pm,UTAS Stadium,12959,5408,Hawthorn, Fremantle,119,63
66,2012, Sat 19 May 4:40pm,SCG,20818,5409,Sydney, Melbourne,138,37
67,2012, Sat 19 May 7:10pm,TIO Stadium,8724,5410,Western Bulldogs, Gold Coast,72,34
68,2012, Sat 19 May 7:45pm,MCG,80900,5411,Essendon, Richmond,128,109
69,2012, Sun 20 May 1:10pm,Gabba,16049,5412,Brisbane, GWS,132,40
70,2012, Sun 20 May 2:40pm,Domain Stadium,38174,5414,West Coast, St Kilda,121,91
71,2012, Sun 20 May 3:15pm,Marvel Stadium,35919,5413,Carlton, Adelaide,55,124
72,2012, Fri 25 May 7:50pm,Marvel Stadium,29118,5415,Western Bulldogs, Geelong,75,95
73,2012, Sat 26 May 1:45pm,MCG,51617,5416,Richmond, Hawthorn,137,75
74,2012, Sat 26 May 2:10pm,Metricon Stadium,12416,5417,Gold Coast, Port Adelaide,70,118
75,2012, Sat 26 May 4:40pm,Marvel Stadium,34737,5418,St Kilda, Sydney,111,83
76,2012, Sat 26 May 7:10pm,AAMI Stadium,44238,5419,Adelaide, Collingwood,49,75
77,2012, Sat 26 May 7:40pm,GIANTS Stadium,11887,5420,GWS, Essendon,53,119
78,2012, Sun 27 May 1:10pm,Marvel Stadium,19988,5421,North Melbourne, Brisbane,112,96
79,2012, Sun 27 May 2:40pm,Domain Stadium,40905,5423,West Coast, Fremantle,84,36
80,2012, Sun 27 May 3:15pm,MCG,28371,5422,Carlton, Melbourne,107,49
81,2012, Fri 1 Jun 7:50pm,Marvel Stadium,49337,5424,St Kilda, Richmond,113,121
82,2012, Sat 2 Jun 1:45pm,GMHBA Stadium,17243,5425,Geelong, GWS,126,61
83,2012, Sat 2 Jun 2:10pm,UTAS Stadium,16143,5426,Hawthorn, North Melbourne,174,59
84,2012, Sat 2 Jun 2:40pm,Domain Stadium,31392,5427,Fremantle, Adelaide,82,111
85,2012, Sat 2 Jun 7:10pm,AAMI Stadium,24746,5428,Port Adelaide, Carlton,99,45
86,2012, Sat 2 Jun 7:40pm,MCG,42987,5429,Essendon, Melbourne,52,58
87,2012, Sun 3 Jun 1:10pm,Gabba,15546,5430,Brisbane, West Coast,102,100
88,2012, Sun 3 Jun 3:15pm,SCG,13505,5431,Sydney, Western Bulldogs,132,40
89,2012, Sun 3 Jun 4:40pm,MCG,36913,5432,Collingwood, Gold Coast,149,52
90,2012, Fri 8 Jun 7:50pm,Marvel Stadium,47632,5433,Carlton, Geelong,85,97
91,2012, Sat 9 Jun 2:10pm,MCG,43801,5434,Richmond, Fremantle,66,78
92,2012, Sat 9 Jun 4:40pm,Metricon Stadium,12534,5435,Gold Coast, St Kilda,49,144
93,2012, Sat 9 Jun 7:40pm,Marvel Stadium,42785,5436,Essendon, Sydney,82,86
94,2012, Sun 10 Jun 4:10pm,AAMI Stadium,26638,5437,Port Adelaide, Hawthorn,62,108
95,2012, Mon 11 Jun 3:15pm,MCG,64250,5438,Melbourne, Collingwood,87,129
96,2012, Thu 14 Jun 5:40pm,Domain Stadium,34224,5439,West Coast, Carlton,79,69
97,2012, Fri 15 Jun 8:10pm,AAMI Stadium,36394,5440,Adelaide, St Kilda,115,111
98,2012, Sat 16 Jun 2:10pm,GIANTS Stadium,7538,5441,GWS, Richmond,74,86
99,2012, Sat 16 Jun 7:40pm,Metricon Stadium,10170,5442,Gold Coast, North Melbourne,80,87
100,2012, Sun 17 Jun 1:10pm,MCG,35492,5443,Hawthorn, Brisbane,135,70
101,2012, Sun 17 Jun 4:40pm,Marvel Stadium,16036,5444,Western Bulldogs, Port Adelaide,95,57
102,2012, Fri 22 Jun 7:50pm,SCG,27400,5445,Sydney, Geelong,80,74
103,2012, Sat 23 Jun 2:10pm,Marvel Stadium,20146,5446,Western Bulldogs, Brisbane,56,114
104,2012, Sat 23 Jun 4:40pm,MCG,62957,5447,Collingwood, West Coast,85,82
105,2012, Sat 23 Jun 5:40pm,Domain Stadium,34567,5448,Fremantle, Essendon,89,113
106,2012, Sun 24 Jun 3:15pm,MCG,20070,5449,Melbourne, GWS,135,57
107,2012, Sun 24 Jun 4:40pm,Marvel Stadium,18866,5450,North Melbourne, Adelaide,121,89
108,2012, Fri 29 Jun 7:50pm,MCG,65047,5451,Carlton, Hawthorn,70,120
109,2012, Sat 30 Jun 1:40pm,AAMI Stadium,33780,5453,Adelaide, Richmond,106,87
110,2012, Sat 30 Jun 1:45pm,MCG,44891,5452,Collingwood, Fremantle,107,78
111,2012, Sat 30 Jun 2:40pm,Domain Stadium,34592,5454,West Coast, Gold Coast,166,40
112,2012, Sat 30 Jun 7:40pm,Marvel Stadium,40824,5456,Essendon, Western Bulldogs,140,56
113,2012, Sat 30 Jun 7:40pm,ANZ Stadium,22565,5455,Sydney, GWS,132,38
114,2012, Sun 1 Jul 1:10pm,GMHBA Stadium,13736,5457,Geelong, Port Adelaide,99,61
115,2012, Sun 1 Jul 3:15pm,Gabba,22114,5458,Brisbane, Melbourne,122,61
116,2012, Sun 1 Jul 4:40pm,Marvel Stadium,33106,5459,St Kilda, North Melbourne,103,136
117,2012, Fri 6 Jul 7:50pm,MCG,75755,5460,Collingwood, Carlton,62,85
118,2012, Sat 7 Jul 1:45pm,Blundstone Arena,14113,5461,North Melbourne, West Coast,84,86
119,2012, Sat 7 Jul 2:10pm,MCG,46773,5462,Melbourne, Richmond,78,101
120,2012, Sat 7 Jul 4:40pm,SCG,19419,5463,Sydney, Brisbane,110,63
121,2012, Sat 7 Jul 7:10pm,AAMI Stadium,34829,5464,Port Adelaide, Adelaide,58,116
122,2012, Sat 7 Jul 7:40pm,Marvel Stadium,45838,5465,St Kilda, Essendon,133,62
123,2012, Sun 8 Jul 1:10pm,MCG,26518,5466,Hawthorn, GWS,193,31
124,2012, Sun 8 Jul 2:40pm,Domain Stadium,30420,5468,Fremantle, Western Bulldogs,95,57
125,2012, Sun 8 Jul 3:15pm,Metricon Stadium,15824,5467,Gold Coast, Geelong,96,110
126,2012, Fri 13 Jul 7:50pm,Marvel Stadium,46423,5469,North Melbourne, Carlton,149,96
127,2012, Sat 14 Jul 1:40pm,AAMI Stadium,17344,5471,Port Adelaide, Essendon,77,127
128,2012, Sat 14 Jul 1:45pm,Marvel Stadium,13284,5470,Melbourne, Fremantle,83,117
129,2012, Sat 14 Jul 4:40pm,Cazaly's Stadium,10961,5472,Richmond, Gold Coast,88,90
130,2012, Sat 14 Jul 7:40pm,MCG,61717,5474,Geelong, Collingwood,79,110
131,2012, Sat 14 Jul 7:40pm,Gabba,19228,5473,Brisbane, St Kilda,92,105
132,2012, Sun 15 Jul 1:10pm,GIANTS Stadium,7669,5475,GWS, Adelaide,59,178
133,2012, Sun 15 Jul 2:40pm,Domain Stadium,39152,5477,West Coast, Sydney,69,121
134,2012, Sun 15 Jul 3:15pm,Marvel Stadium,24754,5476,Western Bulldogs, Hawthorn,44,116
135,2012, Fri 20 Jul 7:50pm,Marvel Stadium,50066,5478,Geelong, Essendon,134,67
136,2012, Sat 21 Jul 1:40pm,AAMI Stadium,40724,5480,Adelaide, West Coast,124,75
137,2012, Sat 21 Jul 1:45pm,MCG,83714,5479,Collingwood, Hawthorn,91,138
138,2012, Sat 21 Jul 4:40pm,Gabba,16550,5481,Gold Coast, Brisbane,48,59
139,2012, Sat 21 Jul 7:10pm,TIO Stadium,6714,5482,Melbourne, Port Adelaide,56,84
140,2012, Sat 21 Jul 7:40pm,Marvel Stadium,24615,5483,Western Bulldogs, Carlton,84,102
141,2012, Sun 22 Jul 1:10pm,SCG,26834,5484,Sydney, St Kilda,105,76
142,2012, Sun 22 Jul 2:40pm,Domain Stadium,28767,5486,Fremantle, GWS,132,37
143,2012, Sun 22 Jul 3:15pm,MCG,47432,5485,Richmond, North Melbourne,99,103
144,2012, Fri 27 Jul 7:50pm,Marvel Stadium,44899,5487,Essendon, Hawthorn,86,180
145,2012, Sat 28 Jul 1:45pm,GMHBA Stadium,18377,5488,Geelong, Adelaide,102,75
146,2012, Sat 28 Jul 2:10pm,Marvel Stadium,20816,5489,North Melbourne, Melbourne,127,73
147,2012, Sat 28 Jul 4:40pm,GIANTS Stadium,8102,5490,GWS, Collingwood,54,174
148,2012, Sat 28 Jul 7:40pm,MCG,46013,5492,Carlton, Richmond,95,91
149,2012, Sat 28 Jul 7:40pm,Metricon Stadium,11169,5491,Gold Coast, Sydney,54,126
150,2012, Sun 29 Jul 12:40pm,AAMI Stadium,14583,5493,Port Adelaide, Fremantle,48,75
151,2012, Sun 29 Jul 2:40pm,Domain Stadium,35767,5495,West Coast, Brisbane,175,77
152,2012, Sun 29 Jul 3:15pm,Marvel Stadium,23498,5494,St Kilda, Western Bulldogs,118,42
153,2012, Fri 3 Aug 7:50pm,MCG,65287,5496,Hawthorn, Geelong,116,118
154,2012, Sat 4 Aug 1:45pm,Marvel Stadium,21599,5497,Western Bulldogs, North Melbourne,61,115
155,2012, Sat 4 Aug 2:10pm,GIANTS Stadium,6811,5498,GWS, Port Adelaide,107,73
156,2012, Sat 4 Aug 2:40pm,Domain Stadium,39694,5499,Fremantle, West Coast,113,48
157,2012, Sat 4 Aug 7:40pm,Gabba,22193,5500,Brisbane, Richmond,84,132
158,2012, Sat 4 Aug 7:40pm,MCG,57873,5501,Collingwood, St Kilda,91,85
159,2012, Sun 5 Aug 1:10pm,MCG,18097,5502,Melbourne, Gold Coast,108,66
160,2012, Sun 5 Aug 3:15pm,Marvel Stadium,36942,5503,Carlton, Sydney,71,93
161,2012, Sun 5 Aug 4:10pm,AAMI Stadium,40030,5504,Adelaide, Essendon,104,100
162,2012, Fri 10 Aug 6:40pm,Domain Stadium,37812,5505,West Coast, Geelong,102,97
163,2012, Sat 11 Aug 1:40pm,AAMI Stadium,35027,5507,Adelaide, Fremantle,119,91
164,2012, Sat 11 Aug 1:45pm,MCG,23464,5506,St Kilda, Melbourne,107,82
165,2012, Sat 11 Aug 4:40pm,Metricon Stadium,14657,5508,Gold Coast, GWS,109,79
166,2012, Sat 11 Aug 7:40pm,ANZ Stadium,45827,5510,Sydney, Collingwood,70,78
167,2012, Sat 11 Aug 7:40pm,Marvel Stadium,25977,5509,Carlton, Brisbane,113,77
168,2012, Sun 12 Aug 1:10pm,UTAS Stadium,14431,5511,Hawthorn, Port Adelaide,159,87
169,2012, Sun 12 Aug 3:15pm,MCG,28286,5512,Richmond, Western Bulldogs,150,80
170,2012, Sun 12 Aug 4:40pm,Marvel Stadium,42674,5513,Essendon, North Melbourne,76,100
171,2012, Fri 17 Aug 7:50pm,Marvel Stadium,38169,5514,Geelong, St Kilda,123,81
172,2012, Sat 18 Aug 1:45pm,MCG,59381,5515,Essendon, Carlton,60,156
173,2012, Sat 18 Aug 2:10pm,Canberra Oval,7561,5516,GWS, Melbourne,59,84
174,2012, Sat 18 Aug 2:40pm,Domain Stadium,32721,5517,Fremantle, Richmond,94,72
175,2012, Sat 18 Aug 7:40pm,Marvel Stadium,44956,5519,Collingwood, North Melbourne,61,91
176,2012, Sat 18 Aug 7:40pm,Gabba,18979,5518,Brisbane, Adelaide,95,85
177,2012, Sun 19 Aug 12:40pm,AAMI Stadium,13683,5520,Port Adelaide, West Coast,50,98
178,2012, Sun 19 Aug 3:15pm,Marvel Stadium,19396,5521,Western Bulldogs, Sydney,85,167
179,2012, Sun 19 Aug 4:40pm,MCG,23098,5522,Hawthorn, Gold Coast,129,65
180,2012, Fri 24 Aug 7:50pm,MCG,47590,5523,Richmond, Essendon,102,57
181,2012, Sat 25 Aug 1:40pm,AAMI Stadium,13953,5525,Port Adelaide, Brisbane,93,104
182,2012, Sat 25 Aug 1:45pm,Marvel Stadium,17327,5524,St Kilda, GWS,163,35
183,2012, Sat 25 Aug 4:40pm,SCG,31167,5526,Sydney, Hawthorn,95,102
184,2012, Sat 25 Aug 5:40pm,Domain Stadium,40527,5528,West Coast, Collingwood,107,58
185,2012, Sat 25 Aug 7:40pm,Metricon Stadium,15251,5527,Gold Coast, Carlton,98,86
186,2012, Sun 26 Aug 1:10pm,GMHBA Stadium,18047,5529,Geelong, Western Bulldogs,107,73
187,2012, Sun 26 Aug 3:15pm,Marvel Stadium,26482,5530,North Melbourne, Fremantle,79,132
188,2012, Sun 26 Aug 4:40pm,MCG,18450,5531,Melbourne, Adelaide,81,150
189,2012, Fri 31 Aug 7:50pm,MCG,50023,5536,Hawthorn, West Coast,95,70
190,2012, Sat 1 Sep 1:40pm,AAMI Stadium,35463,5533,Adelaide, Gold Coast,153,62
191,2012, Sat 1 Sep 1:45pm,GMHBA Stadium,20045,5537,Geelong, Sydney,112,78
192,2012, Sat 1 Sep 4:40pm,GIANTS Stadium,6696,5540,GWS, North Melbourne,77,105
193,2012, Sat 1 Sep 5:40pm,Domain Stadium,32687,5539,Fremantle, Melbourne,101,40
194,2012, Sat 1 Sep 7:40pm,MCG,56491,5532,Essendon, Collingwood,72,104
195,2012, Sun 2 Sep 1:10pm,Marvel Stadium,31393,5534,Carlton, St Kilda,91,106
196,2012, Sun 2 Sep 3:15pm,MCG,27893,5538,Richmond, Port Adelaide,106,106
197,2012, Sun 2 Sep 4:40pm,Gabba,18289,5535,Brisbane, Western Bulldogs,128,61
198,2012, Fri 7 Sep 7:50pm,MCG,85625,5541,Hawthorn, Collingwood,135,97
199,2012, Sat 8 Sep 2:45pm,AAMI Stadium,44849,5542,Adelaide, Sydney,42,71
200,2012, Sat 8 Sep 7:45pm,MCG,44460,5543,Geelong, Fremantle,80,96
201,2012, Sun 9 Sep 1:15pm,Domain Stadium,41790,5544,West Coast, North Melbourne,162,66
202,2012, Fri 14 Sep 8:10pm,AAMI Stadium,31742,5545,Adelaide, Fremantle,81,71
203,2012, Sat 15 Sep 7:45pm,MCG,65483,5546,Collingwood, West Coast,73,60
204,2012, Fri 21 Sep 7:50pm,ANZ Stadium,57156,5547,Sydney, Collingwood,96,70
205,2012, Sat 22 Sep 5:15pm,MCG,69146,5548,Hawthorn, Adelaide,97,92
206,2012, Sat 29 Sep 2:30pm,MCG,99683,5549,Hawthorn, Sydney,81,91
0,2013, Fri 22 Mar 8:10pm,AAMI Stadium,42218,5550,Adelaide, Essendon,82,117
1,2013, Sat 23 Mar 4:40pm,Domain Stadium,39629,5551,Fremantle, West Coast,108,80
2,2013, Thu 28 Mar 7:40pm,MCG,80971,5552,Carlton, Richmond,101,106
3,2013, Sat 30 Mar 1:40pm,Marvel Stadium,25263,5553,Western Bulldogs, Brisbane,127,59
4,2013, Sat 30 Mar 4:40pm,ANZ Stadium,23690,5554,GWS, Sydney,76,106
5,2013, Sat 30 Mar 6:40pm,Metricon Stadium,13832,5555,Gold Coast, St Kilda,90,77
6,2013, Sun 31 Mar 1:10pm,MCG,22924,5556,Melbourne, Port Adelaide,54,133
7,2013, Sun 31 Mar 4:40pm,Marvel Stadium,41040,5557,North Melbourne, Collingwood,87,103
8,2013, Mon 1 Apr 3:15pm,MCG,76300,5558,Hawthorn, Geelong,86,93
9,2013, Fri 5 Apr 7:50pm,MCG,56783,5559,St Kilda, Richmond,82,99
10,2013, Sat 6 Apr 1:45pm,SCG,20372,5560,Sydney, Gold Coast,114,73
11,2013, Sat 6 Apr 2:10pm,Marvel Stadium,19210,5561,Western Bulldogs, Fremantle,78,106
12,2013, Sat 6 Apr 3:40pm,Gabba,21308,5562,Brisbane, Adelaide,77,96
13,2013, Sat 6 Apr 7:10pm,AAMI Stadium,25122,5563,Port Adelaide, GWS,134,78
14,2013, Sat 6 Apr 7:40pm,MCG,51153,5564,Essendon, Melbourne,184,36
15,2013, Sun 7 Apr 1:10pm,Marvel Stadium,34152,5565,Geelong, North Melbourne,112,108
16,2013, Sun 7 Apr 2:40pm,Domain Stadium,38389,5567,West Coast, Hawthorn,98,148
17,2013, Sun 7 Apr 3:15pm,MCG,84247,5566,Collingwood, Carlton,117,100
18,2013, Fri 12 Apr 6:40pm,Domain Stadium,35963,5568,Fremantle, Essendon,68,72
