,year,date,venue,crowd,match_id,home_team,away_team,home_team_score,away_team_score
49,2010, Sat 8 May 1:10pm,Domain Stadium,35864,4978,West Coast, Hawthorn,102,94
50,2010, Sat 8 May 2:10pm,Marvel Stadium,29248,4979,Essendon, Port Adelaide,106,109
51,2010, Sat 8 May 7:10pm,Gabba,27739,4980,Brisbane, Fremantle,100,113
52,2010, Sat 8 May 7:10pm,MCG,52696,4981,Collingwood, North Melbourne,157,91
53,2010, Sun 9 May 1:10pm,GMHBA Stadium,25970,4982,Geelong, Sydney,126,59
54,2010, Sun 9 May 4:10pm,AAMI Stadium,31196,4983,Adelaide, Richmond,104,54
55,2010, Mon 10 May 7:20pm,Marvel Stadium,42866,4984,St Kilda, Carlton,68,129
56,2010, Fri 14 May 6:40pm,Domain Stadium,41624,5009,Fremantle, Collingwood,97,133
57,2010, Sat 15 May 2:10pm,Canberra Oval,14308,5011,Western Bulldogs, Sydney,101,63
58,2010, Sat 15 May 2:10pm,MCG,28592,5010,Melbourne, West Coast,46,75
59,2010, Sat 15 May 7:10pm,Marvel Stadium,16479,5013,North Melbourne, Adelaide,84,75
60,2010, Sat 15 May 7:10pm,Gabba,33629,5012,Brisbane, Geelong,74,155
61,2010, Sun 16 May 1:10pm,MCG,41563,5014,Richmond, Hawthorn,86,89
62,2010, Sun 16 May 2:40pm,AAMI Stadium,30228,5015,Port Adelaide, Carlton,92,118
63,2010, Sun 16 May 4:40pm,Marvel Stadium,39204,5016,St Kilda, Essendon,81,93
64,2010, Fri 21 May 7:40pm,MCG,88115,5057,Collingwood, Geelong,50,86
65,2010, Sat 22 May 2:10pm,SCG,24819,5059,Sydney, Fremantle,63,100
66,2010, Sat 22 May 2:10pm,Marvel Stadium,30794,5058,North Melbourne, Western Bulldogs,57,127
67,2010, Sat 22 May 7:10pm,TIO Stadium,8848,5060,Melbourne, Port Adelaide,111,110
68,2010, Sat 22 May 7:45pm,MCG,64709,5061,Essendon, Richmond,130,95
69,2010, Sun 23 May 12:40pm,AAMI Stadium,31517,5062,Adelaide, Brisbane,93,81
70,2010, Sun 23 May 2:10pm,Marvel Stadium,47484,5063,Carlton, Hawthorn,60,110
71,2010, Sun 23 May 2:40pm,Domain Stadium,36244,5064,West Coast, St Kilda,56,91
72,2010, Fri 28 May 7:40pm,Marvel Stadium,45742,5041,Essendon, Western Bulldogs,99,90
73,2010, Sat 29 May 2:10pm,GMHBA Stadium,24525,5042,Geelong, Melbourne,121,67
74,2010, Sat 29 May 2:40pm,AAMI Stadium,16694,5043,Port Adelaide, Richmond,30,77
75,2010, Sat 29 May 7:10pm,Gabba,34239,5044,Brisbane, Collingwood,88,80
76,2010, Sat 29 May 7:10pm,Marvel Stadium,28708,5045,St Kilda, Adelaide,123,76
77,2010, Sun 30 May 1:10pm,MCG,36003,5046,Hawthorn, Sydney,79,77
78,2010, Sun 30 May 2:10pm,Marvel Stadium,29175,5047,Carlton, West Coast,105,76
79,2010, Sun 30 May 2:40pm,Domain Stadium,36175,5048,Fremantle, North Melbourne,139,78
80,2010, Fri 4 Jun 7:40pm,Marvel Stadium,32858,5073,Richmond, St Kilda,59,97
81,2010, Sat 5 Jun 2:10pm,MCG,49745,5074,Carlton, Melbourne,101,60
82,2010, Sat 5 Jun 2:40pm,AAMI Stadium,35605,5075,Adelaide, Fremantle,105,82
83,2010, Sat 5 Jun 5:40pm,Domain Stadium,33784,5076,West Coast, Geelong,98,122
84,2010, Sat 5 Jun 7:10pm,Marvel Stadium,19100,5077,North Melbourne, Brisbane,90,89
85,2010, Sun 6 Jun 1:10pm,SCG,29329,5078,Sydney, Essendon,89,80
86,2010, Sun 6 Jun 2:10pm,MCG,21287,5079,Hawthorn, Port Adelaide,74,63
87,2010, Sun 6 Jun 4:40pm,Marvel Stadium,40813,5080,Collingwood, Western Bulldogs,113,103
88,2010, Fri 11 Jun 7:40pm,Marvel Stadium,43732,5017,North Melbourne, Carlton,97,68
89,2010, Sat 12 Jun 2:10pm,UTAS Stadium,16167,5018,Hawthorn, Adelaide,124,77
90,2010, Sat 12 Jun 7:10pm,Marvel Stadium,46358,5019,Essendon, Geelong,83,154
91,2010, Sat 12 Jun 7:10pm,AAMI Stadium,20106,5020,Port Adelaide, Sydney,55,93
92,2010, Sun 13 Jun 1:10pm,MCG,30870,5021,Richmond, West Coast,126,77
93,2010, Sun 13 Jun 2:10pm,Marvel Stadium,30831,5022,Western Bulldogs, Brisbane,121,56
94,2010, Sun 13 Jun 2:40pm,Domain Stadium,37569,5023,Fremantle, St Kilda,67,85
95,2010, Mon 14 Jun 2:10pm,MCG,67454,5024,Melbourne, Collingwood,76,76
96,2010, Fri 18 Jun 7:40pm,MCG,54148,5025,Hawthorn, Essendon,102,86
97,2010, Sat 19 Jun 7:10pm,Marvel Stadium,28869,5027,Carlton, Fremantle,87,96
98,2010, Sat 19 Jun 7:10pm,Gabba,28415,5026,Brisbane, Richmond,86,105
99,2010, Sun 20 Jun 1:10pm,Marvel Stadium,15109,5028,North Melbourne, Port Adelaide,129,93
100,2010, Sun 20 Jun 2:40pm,Domain Stadium,34280,5029,West Coast, Western Bulldogs,59,119
101,2010, Fri 25 Jun 7:50pm,MCG,58208,5030,St Kilda, Geelong,70,46
102,2010, Sat 26 Jun 7:10pm,ANZ Stadium,43585,5031,Sydney, Collingwood,71,96
103,2010, Sun 27 Jun 2:40pm,AAMI Stadium,34422,5032,Adelaide, Melbourne,117,73
104,2010, Thu 1 Jul 7:10pm,Marvel Stadium,35623,5033,Carlton, Brisbane,120,65
105,2010, Fri 2 Jul 7:40pm,MCG,47454,5034,Hawthorn, Western Bulldogs,79,76
106,2010, Sat 3 Jul 1:10pm,Domain Stadium,32442,5035,Fremantle, Port Adelaide,115,58
107,2010, Sat 3 Jul 7:10pm,Marvel Stadium,38781,5037,Collingwood, West Coast,135,52
108,2010, Sat 3 Jul 7:10pm,AAMI Stadium,37296,5036,Adelaide, Essendon,124,40
109,2010, Sun 4 Jul 1:10pm,GMHBA Stadium,25159,5038,Geelong, North Melbourne,98,63
110,2010, Sun 4 Jul 2:10pm,MCG,39386,5039,Richmond, Sydney,89,85
111,2010, Sun 4 Jul 4:40pm,Marvel Stadium,31993,5040,St Kilda, Melbourne,100,65
112,2010, Fri 9 Jul 8:10pm,AAMI Stadium,24260,5097,Port Adelaide, Collingwood,79,105
113,2010, Sat 10 Jul 1:10pm,Domain Stadium,26976,5098,West Coast, Adelaide,95,117
114,2010, Sat 10 Jul 2:10pm,MCG,69220,5099,Geelong, Hawthorn,85,83
115,2010, Sat 10 Jul 7:10pm,Gabba,29329,5100,Brisbane, St Kilda,65,79
116,2010, Sat 10 Jul 7:10pm,Marvel Stadium,25707,5101,Richmond, Fremantle,100,81
117,2010, Sun 11 Jul 1:10pm,SCG,23856,5102,Sydney, North Melbourne,85,55
118,2010, Sun 11 Jul 2:10pm,MCG,49203,5103,Melbourne, Essendon,122,103
119,2010, Sun 11 Jul 4:40pm,Marvel Stadium,37517,5104,Carlton, Western Bulldogs,58,126
120,2010, Fri 16 Jul 8:10pm,AAMI Stadium,41195,5121,Adelaide, Geelong,74,63
121,2010, Sat 17 Jul 2:10pm,UTAS Stadium,16690,5123,Hawthorn, Brisbane,118,43
122,2010, Sat 17 Jul 2:10pm,MCG,81386,5122,Collingwood, St Kilda,100,52
123,2010, Sat 17 Jul 7:10pm,Marvel Stadium,26991,5124,Essendon, West Coast,100,132
124,2010, Sat 17 Jul 7:10pm,TIO Stadium,10108,5125,Western Bulldogs, Port Adelaide,83,47
125,2010, Sun 18 Jul 1:10pm,Marvel Stadium,31915,5126,Carlton, Sydney,68,107
126,2010, Sun 18 Jul 2:10pm,MCG,42723,5127,Richmond, North Melbourne,53,103
127,2010, Sun 18 Jul 2:40pm,Domain Stadium,32816,5128,Fremantle, Melbourne,82,71
128,2010, Fri 23 Jul 7:40pm,Marvel Stadium,49373,4961,St Kilda, Hawthorn,87,87
129,2010, Sat 24 Jul 2:10pm,GMHBA Stadium,24508,4963,Geelong, Brisbane,127,64
130,2010, Sat 24 Jul 2:10pm,MCG,66727,4962,Collingwood, Richmond,127,45
131,2010, Sat 24 Jul 5:40pm,Domain Stadium,35925,4964,West Coast, Carlton,83,109
132,2010, Sat 24 Jul 7:10pm,Marvel Stadium,30330,4965,North Melbourne, Essendon,119,122
133,2010, Sun 25 Jul 1:10pm,Marvel Stadium,26797,4966,Western Bulldogs, Fremantle,158,76
134,2010, Sun 25 Jul 2:10pm,MCG,29374,4967,Melbourne, Sydney,142,69
135,2010, Sun 25 Jul 4:10pm,AAMI Stadium,36788,4968,Port Adelaide, Adelaide,88,69
136,2010, Fri 30 Jul 7:40pm,Marvel Stadium,37165,5001,Essendon, St Kilda,108,75
137,2010, Sat 31 Jul 2:10pm,MCG,76980,5002,Collingwood, Carlton,105,57
138,2010, Sat 31 Jul 2:40pm,AAMI Stadium,22340,5003,Port Adelaide, Hawthorn,92,84
139,2010, Sat 31 Jul 7:10pm,Gabba,26144,5004,Brisbane, Melbourne,64,74
140,2010, Sat 31 Jul 7:10pm,ANZ Stadium,30710,5005,Sydney, Geelong,72,125
141,2010, Sun 1 Aug 1:10pm,MCG,19181,5006,Richmond, Adelaide,100,80
142,2010, Sun 1 Aug 2:10pm,Marvel Stadium,28038,5007,Western Bulldogs, North Melbourne,143,72
143,2010, Sun 1 Aug 2:40pm,Domain Stadium,40451,5008,Fremantle, West Coast,160,85
144,2010, Fri 6 Aug 7:40pm,MCG,57095,5105,Essendon, Carlton,73,149
145,2010, Sat 7 Aug 2:10pm,Marvel Stadium,14891,5106,North Melbourne, Fremantle,123,69
146,2010, Sat 7 Aug 2:10pm,SCG,29431,5107,Sydney, Hawthorn,129,85
147,2010, Sat 7 Aug 5:40pm,Domain Stadium,32587,5108,West Coast, Brisbane,65,70
148,2010, Sat 7 Aug 7:10pm,MCG,84401,5109,Geelong, Collingwood,85,107
149,2010, Sun 8 Aug 1:10pm,Marvel Stadium,22467,5110,St Kilda, Port Adelaide,151,57
150,2010, Sun 8 Aug 2:10pm,MCG,45844,5111,Melbourne, Richmond,109,80
151,2010, Sun 8 Aug 4:10pm,AAMI Stadium,29321,5112,Adelaide, Western Bulldogs,53,61
152,2010, Fri 13 Aug 7:40pm,MCG,59277,5049,Essendon, Collingwood,64,162
153,2010, Sat 14 Aug 1:10pm,Domain Stadium,34087,5050,Fremantle, Sydney,87,96
154,2010, Sat 14 Aug 2:10pm,MCG,44716,5051,Carlton, Richmond,156,67
155,2010, Sat 14 Aug 7:10pm,AAMI Stadium,14113,5052,Port Adelaide, West Coast,61,60
156,2010, Sat 14 Aug 7:10pm,Marvel Stadium,42199,5053,Western Bulldogs, Geelong,60,161
157,2010, Sun 15 Aug 1:10pm,Gabba,25403,5054,Brisbane, Adelaide,97,104
158,2010, Sun 15 Aug 2:10pm,MCG,48211,5055,Hawthorn, Melbourne,99,78
159,2010, Sun 15 Aug 4:40pm,Marvel Stadium,23118,5056,North Melbourne, St Kilda,63,115
160,2010, Fri 20 Aug 7:40pm,Marvel Stadium,45172,4969,Geelong, Carlton,121,79
161,2010, Sat 21 Aug 2:10pm,Marvel Stadium,33944,4971,St Kilda, Richmond,115,94
162,2010, Sat 21 Aug 2:10pm,UTAS Stadium,15532,4970,Hawthorn, Fremantle,155,39
163,2010, Sat 21 Aug 7:10pm,MCG,42159,4972,Collingwood, Adelaide,54,51
164,2010, Sat 21 Aug 7:10pm,SCG,36554,4973,Sydney, Western Bulldogs,114,70
165,2010, Sun 22 Aug 12:40pm,AAMI Stadium,21086,4974,Port Adelaide, Melbourne,112,83
166,2010, Sun 22 Aug 2:10pm,Marvel Stadium,28785,4975,Essendon, Brisbane,68,95
167,2010, Sun 22 Aug 2:40pm,Domain Stadium,32007,4976,West Coast, North Melbourne,94,110
168,2010, Fri 27 Aug 6:40pm,Domain Stadium,39376,5131,Fremantle, Carlton,93,87
169,2010, Sat 28 Aug 1:10pm,GMHBA Stadium,24099,5132,Geelong, West Coast,112,68
170,2010, Sat 28 Aug 2:10pm,MCG,76218,5133,Hawthorn, Collingwood,98,95
171,2010, Sat 28 Aug 3:40pm,AAMI Stadium,38121,5129,Adelaide, St Kilda,65,37
172,2010, Sat 28 Aug 7:10pm,Gabba,24789,5130,Brisbane, Sydney,68,106
173,2010, Sat 28 Aug 7:10pm,Marvel Stadium,26776,5136,Western Bulldogs, Essendon,107,78
174,2010, Sun 29 Aug 2:10pm,Marvel Stadium,37674,5135,Richmond, Port Adelaide,112,122
175,2010, Sun 29 Aug 4:40pm,MCG,31064,5134,Melbourne, North Melbourne,103,113
176,2010, Fri 3 Sep 7:45pm,MCG,63608,5137,Geelong, St Kilda,79,83
177,2010, Sat 4 Sep 1:20pm,Domain Stadium,42719,5138,Fremantle, Hawthorn,94,64
178,2010, Sat 4 Sep 7:20pm,MCG,66545,5139,Collingwood, Western Bulldogs,124,62
179,2010, Sun 5 Sep 2:40pm,ANZ Stadium,41596,5140,Sydney, Carlton,99,94
180,2010, Fri 10 Sep 7:45pm,MCG,45056,5141,Geelong, Fremantle,135,66
181,2010, Sat 11 Sep 7:20pm,MCG,39596,5142,Western Bulldogs, Sydney,77,72
182,2010, Fri 17 Sep 7:45pm,MCG,95241,5143,Collingwood, Geelong,120,79
183,2010, Sat 18 Sep 7:20pm,MCG,62694,5144,St Kilda, Western Bulldogs,88,64
184,2010, Sat 25 Sep 2:30pm,MCG,100016,5145,Collingwood, St Kilda,68,68
185,2010, Sat 2 Oct 2:30pm,MCG,93853,5146,Collingwood, St Kilda,108,52
0,2011, Thu 24 Mar 7:10pm,MCG,60654,5147,Carlton, Richmond,104,84
1,2011, Fri 25 Mar 7:40pm,MCG,42869,5148,Geelong, St Kilda,48,47
2,2011, Sat 26 Mar 2:10pm,Marvel Stadium,35773,5149,Collingwood, Port Adelaide,155,80
3,2011, Sat 26 Mar 7:10pm,Gabba,23373,5150,Brisbane, Fremantle,92,94
4,2011, Sat 26 Mar 7:10pm,AAMI Stadium,42536,5151,Adelaide, Hawthorn,105,85
5,2011, Sun 27 Mar 1:10pm,Marvel Stadium,42617,5152,Essendon, Western Bulldogs,113,58
6,2011, Sun 27 Mar 2:10pm,MCG,33951,5153,Melbourne, Sydney,84,84
7,2011, Sun 27 Mar 4:10pm,Domain Stadium,35855,5154,West Coast, North Melbourne,92,88
8,2011, Fri 1 Apr 7:40pm,MCG,41465,5155,St Kilda, Richmond,95,95
9,2011, Sat 2 Apr 2:10pm,Marvel Stadium,40578,5156,North Melbourne, Collingwood,56,143
10,2011, Sat 2 Apr 2:40pm,AAMI Stadium,23214,5157,Port Adelaide, West Coast,98,116
11,2011, Sat 2 Apr 5:40pm,Domain Stadium,37004,5159,Fremantle, Geelong,78,89
12,2011, Sat 2 Apr 6:40pm,Gabba,27914,5158,Gold Coast, Carlton,52,171
13,2011, Sun 3 Apr 1:10pm,Marvel Stadium,22331,5160,Western Bulldogs, Brisbane,123,45
14,2011, Sun 3 Apr 2:10pm,ANZ Stadium,28082,5161,Sydney, Essendon,98,93
15,2011, Sun 3 Apr 4:40pm,MCG,49905,5162,Hawthorn, Melbourne,122,77
16,2011, Fri 8 Apr 7:40pm,MCG,88181,5163,Collingwood, Carlton,102,74
17,2011, Sat 9 Apr 2:10pm,Marvel Stadium,21373,5164,Western Bulldogs, Gold Coast,122,51
18,2011, Sat 9 Apr 2:40pm,AAMI Stadium,33414,5165,Adelaide, Fremantle,54,79
19,2011, Sat 9 Apr 5:40pm,Domain Stadium,37288,5167,West Coast, Sydney,88,101
20,2011, Sat 9 Apr 7:10pm,MCG,46369,5166,Richmond, Hawthorn,52,115
21,2011, Sun 10 Apr 1:10pm,MCG,24380,5168,Melbourne, Brisbane,82,71
22,2011, Sun 10 Apr 2:10pm,GMHBA Stadium,22420,5169,Geelong, Port Adelaide,122,43
23,2011, Sun 10 Apr 4:40pm,Marvel Stadium,47762,5170,St Kilda, Essendon,84,136
24,2011, Fri 15 Apr 7:40pm,MCG,58050,5171,Richmond, Collingwood,90,161
25,2011, Sat 16 Apr 2:10pm,UTAS Stadium,15063,5172,Hawthorn, West Coast,72,65
26,2011, Sat 16 Apr 2:10pm,MCG,78065,5173,Carlton, Essendon,79,79
27,2011, Sat 16 Apr 7:10pm,SCG,25300,5174,Sydney, Geelong,54,81
28,2011, Sat 16 Apr 7:10pm,AAMI Stadium,33143,5175,Port Adelaide, Adelaide,98,66
29,2011, Sun 17 Apr 2:10pm,Gabba,12111,5176,Gold Coast, Melbourne,69,159
30,2011, Sun 17 Apr 2:40pm,Domain Stadium,34779,5177,Fremantle, North Melbourne,127,98
31,2011, Thu 21 Apr 7:40pm,Gabba,22543,5178,Brisbane, St Kilda,76,89
32,2011, Sat 23 Apr 2:40pm,AAMI Stadium,21287,5179,Port Adelaide, Gold Coast,101,104
33,2011, Sat 23 Apr 7:10pm,Marvel Stadium,37607,5180,Carlton, Adelaide,85,79
34,2011, Sun 24 Apr 4:40pm,Marvel Stadium,36461,5181,North Melbourne, Richmond,103,112
35,2011, Mon 25 Apr 2:40pm,MCG,89626,5182,Essendon, Collingwood,77,107
36,2011, Mon 25 Apr 6:40pm,Domain Stadium,37551,5183,Fremantle, Western Bulldogs,85,78
37,2011, Tue 26 Apr 2:40pm,MCG,78579,5184,Hawthorn, Geelong,98,117
38,2011, Thu 28 Apr 6:40pm,Domain Stadium,36298,5185,West Coast, Melbourne,106,52
39,2011, Fri 29 Apr 7:40pm,SCG,28081,5186,Sydney, Carlton,71,87
40,2011, Sat 30 Apr 2:10pm,Marvel Stadium,16014,5187,North Melbourne, Port Adelaide,133,73
41,2011, Sat 30 Apr 7:10pm,AAMI Stadium,33854,5189,Adelaide, St Kilda,90,71
42,2011, Sat 30 Apr 7:10pm,MCG,37438,5188,Richmond, Brisbane,124,98
43,2011, Sun 1 May 1:10pm,Marvel Stadium,33710,5190,Essendon, Gold Coast,197,58
44,2011, Sun 1 May 4:40pm,MCG,53776,5191,Collingwood, Western Bulldogs,105,57
45,2011, Fri 6 May 8:10pm,AAMI Stadium,21819,5192,Port Adelaide, Hawthorn,72,104
46,2011, Sat 7 May 1:10pm,Canberra Oval,10184,5193,Western Bulldogs, Sydney,65,73
47,2011, Sat 7 May 2:10pm,GMHBA Stadium,23669,5194,Geelong, North Melbourne,127,61
48,2011, Sat 7 May 4:10pm,MCG,34090,5195,Richmond, Fremantle,148,99
49,2011, Sat 7 May 7:10pm,Gabba,25501,5196,Gold Coast, Brisbane,124,116
50,2011, Sun 8 May 1:10pm,Marvel Stadium,33631,5197,Essendon, West Coast,106,90
51,2011, Sun 8 May 2:10pm,MCG,19987,5198,Melbourne, Adelaide,149,53
52,2011, Mon 9 May 7:20pm,Marvel Stadium,41576,5199,St Kilda, Carlton,81,84
53,2011, Fri 13 May 7:40pm,MCG,81691,5200,Geelong, Collingwood,65,62
54,2011, Sat 14 May 2:10pm,Marvel Stadium,23536,5201,North Melbourne, Melbourne,124,83
55,2011, Sat 14 May 2:40pm,AAMI Stadium,36056,5202,Adelaide, Gold Coast,130,73
56,2011, Sat 14 May 7:10pm,Gabba,24921,5203,Brisbane, Essendon,66,102
57,2011, Sat 14 May 7:10pm,SCG,20719,5204,Sydney, Port Adelaide,121,59
58,2011, Sun 15 May 1:10pm,MCG,42453,5205,Hawthorn, St Kilda,99,69
59,2011, Sun 15 May 2:10pm,Marvel Stadium,39141,5206,Western Bulldogs, Richmond,153,118
60,2011, Sun 15 May 2:40pm,Domain Stadium,40567,5207,West Coast, Fremantle,96,63
61,2011, Fri 20 May 7:40pm,Marvel Stadium,48429,5208,Carlton, Geelong,100,102
62,2011, Sat 21 May 2:10pm,Marvel Stadium,28863,5209,St Kilda, Melbourne,106,86
63,2011, Sat 21 May 2:40pm,AAMI Stadium,16274,5210,Port Adelaide, Fremantle,90,142
64,2011, Sat 21 May 7:10pm,Gabba,18404,5211,Brisbane, North Melbourne,73,59
65,2011, Sat 21 May 7:40pm,MCG,83563,5212,Richmond, Essendon,105,89
66,2011, Sun 22 May 1:10pm,Marvel Stadium,38849,5213,Collingwood, Adelaide,135,92
67,2011, Sun 22 May 2:10pm,SCG,33136,5214,Sydney, Hawthorn,60,106
68,2011, Sun 22 May 2:40pm,Domain Stadium,37308,5215,West Coast, Western Bulldogs,175,52
69,2011, Fri 27 May 7:40pm,MCG,47464,5216,Melbourne, Carlton,46,93
70,2011, Sat 28 May 1:10pm,Domain Stadium,35483,5219,Fremantle, St Kilda,56,102
71,2011, Sat 28 May 2:10pm,Marvel Stadium,24267,5217,North Melbourne, Sydney,71,72
72,2011, Sat 28 May 7:10pm,Metricon Stadium,21485,5220,Gold Coast, Geelong,73,139
73,2011, Sat 28 May 8:10pm,TIO Stadium,11506,5221,Richmond, Port Adelaide,74,89
74,2011, Sun 29 May 12:40pm,AAMI Stadium,34583,5222,Adelaide, Brisbane,61,101
75,2011, Sun 29 May 2:10pm,MCG,52560,5218,Collingwood, West Coast,105,53
76,2011, Sun 29 May 4:40pm,Marvel Stadium,30747,5223,Western Bulldogs, Hawthorn,62,91
77,2011, Fri 3 Jun 7:40pm,MCG,53077,5224,Essendon, Melbourne,68,101
78,2011, Sat 4 Jun 1:10pm,Domain Stadium,36815,5226,West Coast, Gold Coast,85,67
79,2011, Sat 4 Jun 2:10pm,GMHBA Stadium,25078,5225,Geelong, Western Bulldogs,148,87
80,2011, Sat 4 Jun 7:10pm,Gabba,22150,5227,Brisbane, Sydney,51,116
81,2011, Sat 4 Jun 7:10pm,MCG,62991,5228,Collingwood, St Kilda,108,51
82,2011, Sun 5 Jun 1:10pm,MCG,31925,5229,Hawthorn, Fremantle,111,89
83,2011, Sun 5 Jun 2:10pm,Marvel Stadium,18185,5230,North Melbourne, Adelaide,115,68
84,2011, Sun 5 Jun 4:10pm,AAMI Stadium,23192,5231,Port Adelaide, Carlton,49,111
85,2011, Fri 10 Jun 7:40pm,Marvel Stadium,31237,5232,St Kilda, Western Bulldogs,81,57
86,2011, Sat 11 Jun 2:40pm,AAMI Stadium,31412,5233,Adelaide, West Coast,67,106
87,2011, Sat 11 Jun 7:10pm,MCG,63476,5235,Geelong, Hawthorn,88,83
88,2011, Sat 11 Jun 7:10pm,Metricon Stadium,14945,5234,Gold Coast, North Melbourne,63,122
89,2011, Sun 12 Jun 1:10pm,Marvel Stadium,43617,5236,Carlton, Brisbane,124,63
90,2011, Sun 12 Jun 2:10pm,SCG,23782,5237,Sydney, Richmond,75,65
91,2011, Sun 12 Jun 2:40pm,Domain Stadium,35824,5238,Fremantle, Essendon,98,64
92,2011, Mon 13 Jun 2:10pm,MCG,75998,5239,Melbourne, Collingwood,41,129
93,2011, Fri 17 Jun 7:40pm,Marvel Stadium,19363,5240,Western Bulldogs, Adelaide,100,70
94,2011, Sat 18 Jun 2:10pm,UTAS Stadium,16377,5241,Hawthorn, Gold Coast,129,58
95,2011, Sat 18 Jun 2:10pm,Marvel Stadium,42329,5242,Essendon, North Melbourne,90,111
96,2011, Sat 18 Jun 7:10pm,MCG,39539,5244,St Kilda, Geelong,72,100
97,2011, Sat 18 Jun 7:10pm,Gabba,21510,5243,Brisbane, Richmond,94,125
98,2011, Sun 19 Jun 1:10pm,MCG,19092,5245,Melbourne, Fremantle,149,60
99,2011, Sun 19 Jun 2:10pm,Marvel Stadium,42788,5246,Carlton, Sydney,100,66
100,2011, Sun 19 Jun 2:40pm,Domain Stadium,35059,5247,West Coast, Port Adelaide,110,88
101,2011, Fri 24 Jun 7:40pm,MCG,64537,5248,Hawthorn, Essendon,146,81
102,2011, Sat 25 Jun 2:10pm,MCG,61900,5250,Richmond, Melbourne,91,118
103,2011, Sat 25 Jun 2:10pm,Metricon Stadium,16149,5249,Gold Coast, Western Bulldogs,88,110
104,2011, Sat 25 Jun 5:40pm,Domain Stadium,30330,5252,Fremantle, Brisbane,88,65
105,2011, Sat 25 Jun 7:10pm,ANZ Stadium,38053,5251,Sydney, Collingwood,93,99
106,2011, Sun 26 Jun 1:10pm,GMHBA Stadium,23246,5253,Geelong, Adelaide,125,73
107,2011, Sun 26 Jun 2:10pm,Marvel Stadium,38241,5254,Carlton, West Coast,67,103
108,2011, Sun 26 Jun 4:10pm,AAMI Stadium,17275,5255,Port Adelaide, North Melbourne,91,136
109,2011, Fri 1 Jul 7:40pm,Marvel Stadium,29516,5256,Western Bulldogs, Melbourne,127,63
110,2011, Sat 2 Jul 1:10pm,Domain Stadium,28646,5258,Fremantle, Gold Coast,112,62
111,2011, Sat 2 Jul 2:10pm,MCG,59650,5257,Richmond, Carlton,81,184
112,2011, Sat 2 Jul 7:10pm,AAMI Stadium,23063,5260,Adelaide, Sydney,57,50
113,2011, Sat 2 Jul 7:10pm,Marvel Stadium,43806,5259,Essendon, Geelong,115,111
114,2011, Sun 3 Jul 1:10pm,Gabba,17276,5261,Brisbane, Port Adelaide,99,88
115,2011, Sun 3 Jul 2:10pm,MCG,83985,5262,Collingwood, Hawthorn,106,65
116,2011, Sun 3 Jul 4:40pm,Marvel Stadium,29693,5263,North Melbourne, St Kilda,70,79
117,2011, Fri 8 Jul 6:40pm,Domain Stadium,40164,5264,West Coast, Geelong,96,88
118,2011, Sat 9 Jul 2:10pm,UTAS Stadium,14604,5265,Hawthorn, Brisbane,105,63
119,2011, Sat 9 Jul 7:10pm,Metricon Stadium,16488,5266,Gold Coast, Sydney,36,106
120,2011, Sat 9 Jul 7:10pm,MCG,55442,5267,Essendon, Richmond,105,66
121,2011, Sun 10 Jul 1:10pm,MCG,53601,5268,Collingwood, North Melbourne,147,30
122,2011, Sun 10 Jul 2:40pm,AAMI Stadium,16887,5269,Port Adelaide, St Kilda,53,109
123,2011, Sun 10 Jul 4:40pm,Marvel Stadium,38582,5270,Western Bulldogs, Carlton,96,69
124,2011, Fri 15 Jul 8:10pm,AAMI Stadium,38118,5271,Adelaide, Essendon,73,84
125,2011, Sat 16 Jul 2:10pm,Cazaly's Stadium,10832,5272,Richmond, Gold Coast,70,85
126,2011, Sat 16 Jul 2:10pm,MCG,85936,5273,Carlton, Collingwood,79,98
127,2011, Sat 16 Jul 7:10pm,Marvel Stadium,31416,5274,St Kilda, West Coast,82,61
128,2011, Sat 16 Jul 8:10pm,TIO Stadium,7255,5275,Melbourne, Port Adelaide,113,92
129,2011, Sun 17 Jul 1:10pm,SCG,23415,5276,Sydney, Fremantle,87,98
130,2011, Sun 17 Jul 2:10pm,Gabba,19906,5277,Brisbane, Geelong,104,133
131,2011, Sun 17 Jul 4:40pm,Marvel Stadium,22754,5278,North Melbourne, Western Bulldogs,142,111
132,2011, Fri 22 Jul 7:40pm,Marvel Stadium,26546,5279,St Kilda, Adelaide,127,24
133,2011, Sat 23 Jul 2:10pm,Marvel Stadium,20809,5280,North Melbourne, Brisbane,122,77
134,2011, Sat 23 Jul 2:10pm,SCG,19449,5281,Sydney, Western Bulldogs,114,75
135,2011, Sat 23 Jul 7:10pm,MCG,74123,5283,Essendon, Carlton,79,153
136,2011, Sat 23 Jul 7:10pm,Metricon Stadium,23302,5282,Gold Coast, Collingwood,75,129
137,2011, Sun 24 Jul 1:10pm,Marvel Stadium,33761,5284,Geelong, Richmond,113,51
138,2011, Sun 24 Jul 2:10pm,MCG,39782,5285,Melbourne, Hawthorn,78,132
139,2011, Sun 24 Jul 2:40pm,Domain Stadium,41055,5286,Fremantle, West Coast,64,65
140,2011, Fri 29 Jul 7:40pm,Marvel Stadium,41332,5287,North Melbourne, Carlton,62,80
141,2011, Sat 30 Jul 2:10pm,GMHBA Stadium,22716,5289,Geelong, Melbourne,233,47
142,2011, Sat 30 Jul 2:10pm,Marvel Stadium,20883,5288,Western Bulldogs, West Coast,95,103
