,year,date,venue,crowd,match_id,home_team,away_team,home_team_score,away_team_score,Match_id,AF_Away,AF_Home,SC_Away,SC_Home,match_result,match_result_home_margin,match_result_away_margin,sc_result,sc_correct?,af_result,af_correct?,diff_fantasy_result
0,2010, Thu 25 Mar 7:10pm,MCG,72010,5089,Richmond,Carlton,64,120,5089,1938,1250,1986,1321,away_win,-56,56,away_win,True,away_win,True,False
1,2010, Fri 26 Mar 7:40pm,MCG,57772,5090,Geelong,Essendon,125,94,5090,1503,1774,1523,1775,home_win,31,-31,home_win,True,home_win,True,False
2,2010, Sat 27 Mar 2:10pm,MCG,45615,5091,Melbourne,Hawthorn,61,117,5091,1863,1516,1829,1470,away_win,-56,56,away_win,True,away_win,True,False
3,2010, Sat 27 Mar 7:10pm,ANZ Stadium,31330,5093,Sydney,St Kilda,88,96,5093,1490,1532,1637,1661,away_win,-8,8,home_win,False,home_win,False,False
4,2010, Sat 27 Mar 7:30pm,Gabba,29201,5092,Brisbane,West Coast,114,82,5092,1543,1607,1609,1691,home_win,32,-32,home_win,True,home_win,True,False
5,2010, Sun 28 Mar 12:40pm,AAMI Stadium,21205,5094,Port Adelaide,North Melbourne,96,82,5094,1577,1544,1578,1721,home_win,14,-14,home_win,True,away_win,False,True
6,2010, Sun 28 Mar 2:10pm,Marvel Stadium,49000,5095,Western Bulldogs,Collingwood,93,129,5095,1700,1500,1795,1510,away_win,-36,36,away_win,True,away_win,True,False
7,2010, Sun 28 Mar 5:10pm,Domain Stadium,30976,5096,Fremantle,Adelaide,118,62,5096,1372,1740,1451,1848,home_win,56,-56,home_win,True,home_win,True,False
8,2010, Thu 1 Apr 7:40pm,Gabba,36780,5081,Brisbane,Carlton,107,88,5081,1442,1507,1654,1645,home_win,19,-19,away_win,False,home_win,True,True
9,2010, Sat 3 Apr 2:10pm,MCG,50421,5082,Collingwood,Melbourne,86,85,5082,1576,1531,1673,1629,home_win,1,-1,away_win,False,away_win,False,False
10,2010, Sat 3 Apr 5:40pm,Domain Stadium,37010,5083,West Coast,Port Adelaide,86,89,5083,1567,1530,1709,1592,away_win,-3,3,away_win,True,away_win,True,False
11,2010, Sat 3 Apr 7:10pm,Marvel Stadium,32006,5084,St Kilda,North Melbourne,143,39,5084,1395,1910,1303,1998,home_win,104,-104,home_win,True,home_win,True,False
12,2010, Sun 4 Apr 12:40pm,AAMI Stadium,36041,5085,Adelaide,Sydney,75,118,5085,1675,1404,1876,1423,away_win,-43,43,away_win,True,away_win,True,False
13,2010, Sun 4 Apr 2:10pm,Marvel Stadium,29651,5086,Essendon,Fremantle,69,113,5086,1483,1520,1638,1664,away_win,-44,44,home_win,False,home_win,False,False
14,2010, Sun 4 Apr 4:40pm,MCG,27358,5087,Richmond,Western Bulldogs,48,120,5087,1826,1289,1983,1316,away_win,-72,72,away_win,True,away_win,True,False
15,2010, Mon 5 Apr 2:10pm,MCG,68628,5088,Hawthorn,Geelong,91,100,5088,1709,1447,1890,1410,away_win,-9,9,away_win,True,away_win,True,False
16,2010, Fri 9 Apr 7:40pm,Marvel Stadium,49669,4985,St Kilda,Collingwood,69,41,4985,1400,1771,1507,1796,home_win,28,-28,home_win,True,home_win,True,False
17,2010, Sat 10 Apr 2:10pm,Marvel Stadium,18394,4986,North Melbourne,West Coast,116,91,4986,1587,1784,1515,1789,home_win,25,-25,home_win,True,home_win,True,False
18,2010, Sat 10 Apr 2:40pm,AAMI Stadium,23306,4989,Port Adelaide,Brisbane,81,108,4989,1714,1475,1776,1526,away_win,-27,27,away_win,True,away_win,True,False
19,2010, Sat 10 Apr 7:10pm,SCG,28414,4987,Sydney,Richmond,111,56,4987,1223,1835,1308,2004,home_win,55,-55,home_win,True,home_win,True,False
20,2010, Sat 10 Apr 7:10pm,MCG,71006,4988,Carlton,Essendon,75,95,4988,1682,1416,1828,1471,away_win,-20,20,away_win,True,away_win,True,False
21,2010, Sun 11 Apr 1:10pm,MCG,23335,4990,Melbourne,Adelaide,57,41,4990,1528,1644,1554,1743,home_win,16,-16,home_win,True,home_win,True,False
22,2010, Sun 11 Apr 2:10pm,Marvel Stadium,35933,4991,Western Bulldogs,Hawthorn,100,84,4991,1564,1694,1532,1768,home_win,16,-16,home_win,True,home_win,True,False
23,2010, Sun 11 Apr 2:40pm,Domain Stadium,38762,4992,Fremantle,Geelong,125,118,4992,1677,1453,1725,1576,home_win,7,-7,away_win,False,away_win,False,False
24,2010, Fri 16 Apr 6:40pm,Domain Stadium,38676,5065,West Coast,Essendon,101,78,5065,1479,1570,1550,1751,home_win,23,-23,home_win,True,home_win,True,False
25,2010, Sat 17 Apr 2:10pm,Marvel Stadium,23646,5066,North Melbourne,Sydney,60,100,5066,1580,1330,1805,1493,away_win,-40,40,away_win,True,away_win,True,False
26,2010, Sat 17 Apr 2:40pm,AAMI Stadium,38321,5067,Adelaide,Carlton,55,103,5067,1789,1430,1792,1508,away_win,-48,48,away_win,True,away_win,True,False
27,2010, Sat 17 Apr 7:10pm,MCG,67668,5069,Collingwood,Hawthorn,123,59,5069,1539,1747,1435,1868,home_win,64,-64,home_win,True,home_win,True,False
28,2010, Sat 17 Apr 7:10pm,Gabba,33323,5068,Brisbane,Western Bulldogs,101,79,5068,1378,1612,1527,1780,home_win,22,-22,home_win,True,home_win,True,False
29,2010, Sun 18 Apr 1:10pm,MCG,42594,5070,Richmond,Melbourne,78,133,5070,1792,1389,1880,1418,away_win,-55,55,away_win,True,away_win,True,False
30,2010, Sun 18 Apr 2:10pm,GMHBA Stadium,25579,5071,Geelong,Port Adelaide,159,64,5071,1367,1988,1251,2052,home_win,95,-95,home_win,True,home_win,True,False
31,2010, Sun 18 Apr 4:40pm,Marvel Stadium,29814,5072,St Kilda,Fremantle,108,93,5072,1598,1757,1531,1768,home_win,15,-15,home_win,True,home_win,True,False
32,2010, Fri 23 Apr 7:40pm,Marvel Stadium,26884,4993,Western Bulldogs,Adelaide,121,72,4993,1561,1842,1479,1820,home_win,49,-49,home_win,True,home_win,True,False
33,2010, Sat 24 Apr 2:15pm,SCG,28422,4994,Sydney,West Coast,115,63,4994,1361,1679,1348,1956,home_win,52,-52,home_win,True,home_win,True,False
34,2010, Sat 24 Apr 7:10pm,MCG,36396,4995,Melbourne,Brisbane,103,53,4995,1564,1602,1587,1715,home_win,50,-50,home_win,True,home_win,True,False
35,2010, Sat 24 Apr 7:15pm,AAMI Stadium,23355,4996,Port Adelaide,St Kilda,54,44,4996,1610,1767,1549,1754,home_win,10,-10,home_win,True,home_win,True,False
36,2010, Sun 25 Apr 2:40pm,MCG,90070,4997,Collingwood,Essendon,120,55,4997,1504,1714,1440,1859,home_win,65,-65,home_win,True,home_win,True,False
37,2010, Sun 25 Apr 5:40pm,UTAS Stadium,16301,4998,Hawthorn,North Melbourne,70,82,4998,1467,1585,1590,1713,away_win,-12,12,home_win,False,home_win,False,False
38,2010, Sun 25 Apr 6:45pm,Domain Stadium,38010,4999,Fremantle,Richmond,112,73,4999,1378,1503,1541,1762,home_win,39,-39,home_win,True,home_win,True,False
39,2010, Mon 26 Apr 2:10pm,MCG,71399,5000,Carlton,Geelong,104,68,5000,1379,1592,1466,1833,home_win,36,-36,home_win,True,home_win,True,False
40,2010, Fri 30 Apr 7:40pm,Marvel Stadium,43072,5113,Western Bulldogs,St Kilda,46,49,5113,1666,1984,1630,1674,away_win,-3,3,home_win,False,home_win,False,False
41,2010, Sat 1 May 2:10pm,Marvel Stadium,26763,5114,North Melbourne,Melbourne,104,78,5114,1731,1529,1646,1658,home_win,26,-26,home_win,True,away_win,False,True
42,2010, Sat 1 May 2:40pm,AAMI Stadium,40371,5115,Adelaide,Port Adelaide,74,97,5115,1592,1561,1702,1598,away_win,-23,23,away_win,True,away_win,True,False
43,2010, Sat 1 May 7:10pm,SCG,30975,5117,Sydney,Brisbane,107,87,5117,1418,1464,1530,1770,home_win,20,-20,home_win,True,home_win,True,False
44,2010, Sat 1 May 7:10pm,MCG,61006,5116,Essendon,Hawthorn,106,63,5116,1328,1986,1321,1976,home_win,43,-43,home_win,True,home_win,True,False
45,2010, Sun 2 May 1:10pm,GMHBA Stadium,24106,5118,Geelong,Richmond,161,53,5118,1372,1945,1296,2004,home_win,108,-108,home_win,True,home_win,True,False
46,2010, Sun 2 May 2:10pm,MCG,80645,5119,Carlton,Collingwood,102,155,5119,1692,1660,1684,1621,away_win,-53,53,away_win,True,away_win,True,False
47,2010, Sun 2 May 2:40pm,Domain Stadium,40886,5120,West Coast,Fremantle,73,111,5120,1549,1435,1699,1602,away_win,-38,38,away_win,True,away_win,True,False
48,2010, Fri 7 May 7:40pm,MCG,45444,4977,Melbourne,Western Bulldogs,66,70,4977,1575,1648,1604,1701,away_win,-4,4,home_win,False,home_win,False,False
49,2010, Sat 8 May 1:10pm,Domain Stadium,35864,4978,West Coast,Hawthorn,102,94,4978,1472,1476,1587,1718,home_win,8,-8,home_win,True,home_win,True,False
50,2010, Sat 8 May 2:10pm,Marvel Stadium,29248,4979,Essendon,Port Adelaide,106,109,4979,1605,1781,1606,1697,away_win,-3,3,home_win,False,home_win,False,False
51,2010, Sat 8 May 7:10pm,Gabba,27739,4980,Brisbane,Fremantle,100,113,4980,1645,1450,1801,1504,away_win,-13,13,away_win,True,away_win,True,False
52,2010, Sat 8 May 7:10pm,MCG,52696,4981,Collingwood,North Melbourne,157,91,4981,1580,1838,1436,1865,home_win,66,-66,home_win,True,home_win,True,False
53,2010, Sun 9 May 1:10pm,GMHBA Stadium,25970,4982,Geelong,Sydney,126,59,4982,1330,1825,1395,1908,home_win,67,-67,home_win,True,home_win,True,False
54,2010, Sun 9 May 4:10pm,AAMI Stadium,31196,4983,Adelaide,Richmond,104,54,4983,1471,1660,1559,1744,home_win,50,-50,home_win,True,home_win,True,False
55,2010, Mon 10 May 7:20pm,Marvel Stadium,42866,4984,St Kilda,Carlton,68,129,4984,1893,1405,1906,1393,away_win,-61,61,away_win,True,away_win,True,False
56,2010, Fri 14 May 6:40pm,Domain Stadium,41624,5009,Fremantle,Collingwood,97,133,5009,1695,1553,1847,1453,away_win,-36,36,away_win,True,away_win,True,False
57,2010, Sat 15 May 2:10pm,Canberra Oval,14308,5011,Western Bulldogs,Sydney,101,63,5011,1343,1653,1447,1856,home_win,38,-38,home_win,True,home_win,True,False
58,2010, Sat 15 May 2:10pm,MCG,28592,5010,Melbourne,West Coast,46,75,5010,1735,1489,1712,1590,away_win,-29,29,away_win,True,away_win,True,False
59,2010, Sat 15 May 7:10pm,Marvel Stadium,16479,5013,North Melbourne,Adelaide,84,75,5013,1884,1720,1610,1686,home_win,9,-9,home_win,True,away_win,False,True
60,2010, Sat 15 May 7:10pm,Gabba,33629,5012,Brisbane,Geelong,74,155,5012,1987,1383,1975,1325,away_win,-81,81,away_win,True,away_win,True,False
61,2010, Sun 16 May 1:10pm,MCG,41563,5014,Richmond,Hawthorn,86,89,5014,1425,1516,1648,1659,away_win,-3,3,home_win,False,home_win,False,False
62,2010, Sun 16 May 2:40pm,AAMI Stadium,30228,5015,Port Adelaide,Carlton,92,118,5015,1775,1358,1821,1481,away_win,-26,26,away_win,True,away_win,True,False
63,2010, Sun 16 May 4:40pm,Marvel Stadium,39204,5016,St Kilda,Essendon,81,93,5016,1450,1662,1597,1706,away_win,-12,12,home_win,False,home_win,False,False
64,2010, Fri 21 May 7:40pm,MCG,88115,5057,Collingwood,Geelong,50,86,5057,2005,1421,1874,1426,away_win,-36,36,away_win,True,away_win,True,False
65,2010, Sat 22 May 2:10pm,SCG,24819,5059,Sydney,Fremantle,63,100,5059,1363,1523,1640,1670,away_win,-37,37,home_win,False,home_win,False,False
66,2010, Sat 22 May 2:10pm,Marvel Stadium,30794,5058,North Melbourne,Western Bulldogs,57,127,5058,2006,1387,2026,1273,away_win,-70,70,away_win,True,away_win,True,False
67,2010, Sat 22 May 7:10pm,TIO Stadium,8848,5060,Melbourne,Port Adelaide,111,110,5060,1549,1553,1690,1609,home_win,1,-1,away_win,False,home_win,True,True
68,2010, Sat 22 May 7:45pm,MCG,64709,5061,Essendon,Richmond,130,95,5061,1314,1731,1397,1900,home_win,35,-35,home_win,True,home_win,True,False
69,2010, Sun 23 May 12:40pm,AAMI Stadium,31517,5062,Adelaide,Brisbane,93,81,5062,1643,1408,1667,1632,home_win,12,-12,away_win,False,away_win,False,False
70,2010, Sun 23 May 2:10pm,Marvel Stadium,47484,5063,Carlton,Hawthorn,60,110,5063,1621,1573,1701,1601,away_win,-50,50,away_win,True,away_win,True,False
71,2010, Sun 23 May 2:40pm,Domain Stadium,36244,5064,West Coast,St Kilda,56,91,5064,1656,1511,1757,1548,away_win,-35,35,away_win,True,away_win,True,False
72,2010, Fri 28 May 7:40pm,Marvel Stadium,45742,5041,Essendon,Western Bulldogs,99,90,5041,1494,1700,1510,1791,home_win,9,-9,home_win,True,home_win,True,False
73,2010, Sat 29 May 2:10pm,GMHBA Stadium,24525,5042,Geelong,Melbourne,121,67,5042,1355,1710,1380,1915,home_win,54,-54,home_win,True,home_win,True,False
74,2010, Sat 29 May 2:40pm,AAMI Stadium,16694,5043,Port Adelaide,Richmond,30,77,5043,1616,1391,1832,1467,away_win,-47,47,away_win,True,away_win,True,False
75,2010, Sat 29 May 7:10pm,Gabba,34239,5044,Brisbane,Collingwood,88,80,5044,1573,1815,1610,1690,home_win,8,-8,home_win,True,home_win,True,False
76,2010, Sat 29 May 7:10pm,Marvel Stadium,28708,5045,St Kilda,Adelaide,123,76,5045,1413,1782,1449,1852,home_win,47,-47,home_win,True,home_win,True,False
77,2010, Sun 30 May 1:10pm,MCG,36003,5046,Hawthorn,Sydney,79,77,5046,1507,1415,1672,1628,home_win,2,-2,away_win,False,away_win,False,False
78,2010, Sun 30 May 2:10pm,Marvel Stadium,29175,5047,Carlton,West Coast,105,76,5047,1474,1890,1379,1921,home_win,29,-29,home_win,True,home_win,True,False
79,2010, Sun 30 May 2:40pm,Domain Stadium,36175,5048,Fremantle,North Melbourne,139,78,5048,1458,1770,1451,1848,home_win,61,-61,home_win,True,home_win,True,False
80,2010, Fri 4 Jun 7:40pm,Marvel Stadium,32858,5073,Richmond,St Kilda,59,97,5073,1893,1275,1893,1406,away_win,-38,38,away_win,True,away_win,True,False
81,2010, Sat 5 Jun 2:10pm,MCG,49745,5074,Carlton,Melbourne,101,60,5074,1448,1654,1533,1765,home_win,41,-41,home_win,True,home_win,True,False
82,2010, Sat 5 Jun 2:40pm,AAMI Stadium,35605,5075,Adelaide,Fremantle,105,82,5075,1357,1701,1474,1826,home_win,23,-23,home_win,True,home_win,True,False
83,2010, Sat 5 Jun 5:40pm,Domain Stadium,33784,5076,West Coast,Geelong,98,122,5076,1617,1589,1722,1579,away_win,-24,24,away_win,True,away_win,True,False
84,2010, Sat 5 Jun 7:10pm,Marvel Stadium,19100,5077,North Melbourne,Brisbane,90,89,5077,1718,1457,1713,1588,home_win,1,-1,away_win,False,away_win,False,False
85,2010, Sun 6 Jun 1:10pm,SCG,29329,5078,Sydney,Essendon,89,80,5078,1547,1524,1627,1672,home_win,9,-9,home_win,True,away_win,False,True
86,2010, Sun 6 Jun 2:10pm,MCG,21287,5079,Hawthorn,Port Adelaide,74,63,5079,1502,1592,1623,1683,home_win,11,-11,home_win,True,home_win,True,False
87,2010, Sun 6 Jun 4:40pm,Marvel Stadium,40813,5080,Collingwood,Western Bulldogs,113,103,5080,1576,1666,1547,1750,home_win,10,-10,home_win,True,home_win,True,False
88,2010, Fri 11 Jun 7:40pm,Marvel Stadium,43732,5017,North Melbourne,Carlton,97,68,5017,1518,1581,1583,1720,home_win,29,-29,home_win,True,home_win,True,False
89,2010, Sat 12 Jun 2:10pm,UTAS Stadium,16167,5018,Hawthorn,Adelaide,124,77,5018,1562,1684,1490,1815,home_win,47,-47,home_win,True,home_win,True,False
90,2010, Sat 12 Jun 7:10pm,Marvel Stadium,46358,5019,Essendon,Geelong,83,154,5019,1777,1433,1868,1432,away_win,-71,71,away_win,True,away_win,True,False
91,2010, Sat 12 Jun 7:10pm,AAMI Stadium,20106,5020,Port Adelaide,Sydney,55,93,5020,1705,1483,1752,1554,away_win,-38,38,away_win,True,away_win,True,False
92,2010, Sun 13 Jun 1:10pm,MCG,30870,5021,Richmond,West Coast,126,77,5021,1588,1551,1511,1786,home_win,49,-49,home_win,True,away_win,False,True
93,2010, Sun 13 Jun 2:10pm,Marvel Stadium,30831,5022,Western Bulldogs,Brisbane,121,56,5022,1586,1810,1402,1896,home_win,65,-65,home_win,True,home_win,True,False
94,2010, Sun 13 Jun 2:40pm,Domain Stadium,37569,5023,Fremantle,St Kilda,67,85,5023,1590,1405,1792,1511,away_win,-18,18,away_win,True,away_win,True,False
95,2010, Mon 14 Jun 2:10pm,MCG,67454,5024,Melbourne,Collingwood,76,76,5024,1656,1629,1644,1655,tie,0,0,home_win,False,away_win,False,True
96,2010, Fri 18 Jun 7:40pm,MCG,54148,5025,Hawthorn,Essendon,102,86,5025,1598,1465,1575,1729,home_win,16,-16,home_win,True,away_win,False,True
97,2010, Sat 19 Jun 7:10pm,Marvel Stadium,28869,5027,Carlton,Fremantle,87,96,5027,1482,1664,1617,1687,away_win,-9,9,home_win,False,home_win,False,False
98,2010, Sat 19 Jun 7:10pm,Gabba,28415,5026,Brisbane,Richmond,86,105,5026,1480,1545,1709,1595,away_win,-19,19,away_win,True,home_win,False,True
99,2010, Sun 20 Jun 1:10pm,Marvel Stadium,15109,5028,North Melbourne,Port Adelaide,129,93,5028,1600,1620,1591,1709,home_win,36,-36,home_win,True,home_win,True,False
100,2010, Sun 20 Jun 2:40pm,Domain Stadium,34280,5029,West Coast,Western Bulldogs,59,119,5029,1773,1484,1783,1516,away_win,-60,60,away_win,True,away_win,True,False
101,2010, Fri 25 Jun 7:50pm,MCG,58208,5030,St Kilda,Geelong,70,46,5030,1495,1813,1469,1829,home_win,24,-24,home_win,True,home_win,True,False
102,2010, Sat 26 Jun 7:10pm,ANZ Stadium,43585,5031,Sydney,Collingwood,71,96,5031,1591,1456,1789,1511,away_win,-25,25,away_win,True,away_win,True,False
103,2010, Sun 27 Jun 2:40pm,AAMI Stadium,34422,5032,Adelaide,Melbourne,117,73,5032,1544,1658,1477,1828,home_win,44,-44,home_win,True,home_win,True,False
104,2010, Thu 1 Jul 7:10pm,Marvel Stadium,35623,5033,Carlton,Brisbane,120,65,5033,1431,1627,1450,1849,home_win,55,-55,home_win,True,home_win,True,False
105,2010, Fri 2 Jul 7:40pm,MCG,47454,5034,Hawthorn,Western Bulldogs,79,76,5034,1576,1578,1655,1653,home_win,3,-3,away_win,False,home_win,True,True
106,2010, Sat 3 Jul 1:10pm,Domain Stadium,32442,5035,Fremantle,Port Adelaide,115,58,5035,1478,1640,1589,1710,home_win,57,-57,home_win,True,home_win,True,False
107,2010, Sat 3 Jul 7:10pm,Marvel Stadium,38781,5037,Collingwood,West Coast,135,52,5037,1386,1871,1334,1968,home_win,83,-83,home_win,True,home_win,True,False
108,2010, Sat 3 Jul 7:10pm,AAMI Stadium,37296,5036,Adelaide,Essendon,124,40,5036,1426,1583,1510,1788,home_win,84,-84,home_win,True,home_win,True,False
109,2010, Sun 4 Jul 1:10pm,GMHBA Stadium,25159,5038,Geelong,North Melbourne,98,63,5038,1367,1950,1337,1962,home_win,35,-35,home_win,True,home_win,True,False
110,2010, Sun 4 Jul 2:10pm,MCG,39386,5039,Richmond,Sydney,89,85,5039,1612,1596,1622,1680,home_win,4,-4,home_win,True,away_win,False,True
111,2010, Sun 4 Jul 4:40pm,Marvel Stadium,31993,5040,St Kilda,Melbourne,100,65,5040,1468,1850,1456,1845,home_win,35,-35,home_win,True,home_win,True,False
112,2010, Fri 9 Jul 8:10pm,AAMI Stadium,24260,5097,Port Adelaide,Collingwood,79,105,5097,1463,1573,1700,1604,away_win,-26,26,away_win,True,home_win,False,True
113,2010, Sat 10 Jul 1:10pm,Domain Stadium,26976,5098,West Coast,Adelaide,95,117,5098,1679,1698,1683,1621,away_win,-22,22,away_win,True,home_win,False,True
114,2010, Sat 10 Jul 2:10pm,MCG,69220,5099,Geelong,Hawthorn,85,83,5099,1500,1534,1629,1669,home_win,2,-2,home_win,True,home_win,True,False
115,2010, Sat 10 Jul 7:10pm,Gabba,29329,5100,Brisbane,St Kilda,65,79,5100,1707,1706,1714,1586,away_win,-14,14,away_win,True,away_win,True,False
116,2010, Sat 10 Jul 7:10pm,Marvel Stadium,25707,5101,Richmond,Fremantle,100,81,5101,1490,1689,1543,1765,home_win,19,-19,home_win,True,home_win,True,False
117,2010, Sun 11 Jul 1:10pm,SCG,23856,5102,Sydney,North Melbourne,85,55,5102,1252,1822,1353,1948,home_win,30,-30,home_win,True,home_win,True,False
118,2010, Sun 11 Jul 2:10pm,MCG,49203,5103,Melbourne,Essendon,122,103,5103,1540,1611,1608,1697,home_win,19,-19,home_win,True,home_win,True,False
119,2010, Sun 11 Jul 4:40pm,Marvel Stadium,37517,5104,Carlton,Western Bulldogs,58,126,5104,1751,1492,1775,1526,away_win,-68,68,away_win,True,away_win,True,False
120,2010, Fri 16 Jul 8:10pm,AAMI Stadium,41195,5121,Adelaide,Geelong,74,63,5121,1709,1578,1660,1641,home_win,11,-11,away_win,False,away_win,False,False
121,2010, Sat 17 Jul 2:10pm,UTAS Stadium,16690,5123,Hawthorn,Brisbane,118,43,5123,1267,1836,1246,2054,home_win,75,-75,home_win,True,home_win,True,False
122,2010, Sat 17 Jul 2:10pm,MCG,81386,5122,Collingwood,St Kilda,100,52,5122,1603,1759,1514,1784,home_win,48,-48,home_win,True,home_win,True,False
123,2010, Sat 17 Jul 7:10pm,Marvel Stadium,26991,5124,Essendon,West Coast,100,132,5124,1671,1532,1802,1498,away_win,-32,32,away_win,True,away_win,True,False
124,2010, Sat 17 Jul 7:10pm,TIO Stadium,10108,5125,Western Bulldogs,Port Adelaide,83,47,5125,1404,1829,1416,1893,home_win,36,-36,home_win,True,home_win,True,False
125,2010, Sun 18 Jul 1:10pm,Marvel Stadium,31915,5126,Carlton,Sydney,68,107,5126,1778,1465,1916,1382,away_win,-39,39,away_win,True,away_win,True,False
126,2010, Sun 18 Jul 2:10pm,MCG,42723,5127,Richmond,North Melbourne,53,103,5127,1693,1366,1828,1468,away_win,-50,50,away_win,True,away_win,True,False
127,2010, Sun 18 Jul 2:40pm,Domain Stadium,32816,5128,Fremantle,Melbourne,82,71,5128,1601,1485,1614,1686,home_win,11,-11,home_win,True,away_win,False,True
128,2010, Fri 23 Jul 7:40pm,Marvel Stadium,49373,4961,St Kilda,Hawthorn,87,87,4961,1411,1610,1656,1661,tie,0,0,home_win,False,home_win,False,False
129,2010, Sat 24 Jul 2:10pm,GMHBA Stadium,24508,4963,Geelong,Brisbane,127,64,4963,1452,1900,1332,1973,home_win,63,-63,home_win,True,home_win,True,False
130,2010, Sat 24 Jul 2:10pm,MCG,66727,4962,Collingwood,Richmond,127,45,4962,1393,1713,1359,1944,home_win,82,-82,home_win,True,home_win,True,False
131,2010, Sat 24 Jul 5:40pm,Domain Stadium,35925,4964,West Coast,Carlton,83,109,4964,1699,1364,1776,1534,away_win,-26,26,away_win,True,away_win,True,False
132,2010, Sat 24 Jul 7:10pm,Marvel Stadium,30330,4965,North Melbourne,Essendon,119,122,4965,1643,1503,1742,1556,away_win,-3,3,away_win,True,away_win,True,False
133,2010, Sun 25 Jul 1:10pm,Marvel Stadium,26797,4966,Western Bulldogs,Fremantle,158,76,4966,1296,1939,1259,2043,home_win,82,-82,home_win,True,home_win,True,False
134,2010, Sun 25 Jul 2:10pm,MCG,29374,4967,Melbourne,Sydney,142,69,4967,1337,1638,1437,1862,home_win,73,-73,home_win,True,home_win,True,False
135,2010, Sun 25 Jul 4:10pm,AAMI Stadium,36788,4968,Port Adelaide,Adelaide,88,69,4968,1397,1574,1491,1809,home_win,19,-19,home_win,True,home_win,True,False
136,2010, Fri 30 Jul 7:40pm,Marvel Stadium,37165,5001,Essendon,St Kilda,108,75,5001,1504,1875,1422,1884,home_win,33,-33,home_win,True,home_win,True,False
137,2010, Sat 31 Jul 2:10pm,MCG,76980,5002,Collingwood,Carlton,105,57,5002,1289,1736,1317,1983,home_win,48,-48,home_win,True,home_win,True,False
138,2010, Sat 31 Jul 2:40pm,AAMI Stadium,22340,5003,Port Adelaide,Hawthorn,92,84,5003,1402,1395,1625,1673,home_win,8,-8,home_win,True,away_win,False,True
139,2010, Sat 31 Jul 7:10pm,Gabba,26144,5004,Brisbane,Melbourne,64,74,5004,1733,1475,1773,1528,away_win,-10,10,away_win,True,away_win,True,False
140,2010, Sat 31 Jul 7:10pm,ANZ Stadium,30710,5005,Sydney,Geelong,72,125,5005,1827,1380,1907,1393,away_win,-53,53,away_win,True,away_win,True,False
141,2010, Sun 1 Aug 1:10pm,MCG,19181,5006,Richmond,Adelaide,100,80,5006,1619,1460,1719,1580,home_win,20,-20,away_win,False,away_win,False,False
142,2010, Sun 1 Aug 2:10pm,Marvel Stadium,28038,5007,Western Bulldogs,North Melbourne,143,72,5007,1487,1929,1499,1808,home_win,71,-71,home_win,True,home_win,True,False
143,2010, Sun 1 Aug 2:40pm,Domain Stadium,40451,5008,Fremantle,West Coast,160,85,5008,1478,1557,1473,1827,home_win,75,-75,home_win,True,home_win,True,False
144,2010, Fri 6 Aug 7:40pm,MCG,57095,5105,Essendon,Carlton,73,149,5105,1509,1493,1685,1616,away_win,-76,76,away_win,True,away_win,True,False
145,2010, Sat 7 Aug 2:10pm,Marvel Stadium,14891,5106,North Melbourne,Fremantle,123,69,5106,1457,1973,1348,1955,home_win,54,-54,home_win,True,home_win,True,False
146,2010, Sat 7 Aug 2:10pm,SCG,29431,5107,Sydney,Hawthorn,129,85,5107,1299,1608,1423,1880,home_win,44,-44,home_win,True,home_win,True,False
147,2010, Sat 7 Aug 5:40pm,Domain Stadium,32587,5108,West Coast,Brisbane,65,70,5108,1639,1463,1698,1602,away_win,-5,5,away_win,True,away_win,True,False
148,2010, Sat 7 Aug 7:10pm,MCG,84401,5109,Geelong,Collingwood,85,107,5109,1687,1624,1731,1566,away_win,-22,22,away_win,True,away_win,True,False
149,2010, Sun 8 Aug 1:10pm,Marvel Stadium,22467,5110,St Kilda,Port Adelaide,151,57,5110,1191,2073,1243,2061,home_win,94,-94,home_win,True,home_win,True,False
150,2010, Sun 8 Aug 2:10pm,MCG,45844,5111,Melbourne,Richmond,109,80,5111,1401,1559,1541,1757,home_win,29,-29,home_win,True,home_win,True,False
151,2010, Sun 8 Aug 4:10pm,AAMI Stadium,29321,5112,Adelaide,Western Bulldogs,53,61,5112,1546,1734,1565,1734,away_win,-8,8,home_win,False,home_win,False,False
152,2010, Fri 13 Aug 7:40pm,MCG,59277,5049,Essendon,Collingwood,64,162,5049,1865,1250,2058,1244,away_win,-98,98,away_win,True,away_win,True,False
153,2010, Sat 14 Aug 1:10pm,Domain Stadium,34087,5050,Fremantle,Sydney,87,96,5050,1590,1406,1810,1490,away_win,-9,9,away_win,True,away_win,True,False
154,2010, Sat 14 Aug 2:10pm,MCG,44716,5051,Carlton,Richmond,156,67,5051,1324,1643,1372,1930,home_win,89,-89,home_win,True,home_win,True,False
155,2010, Sat 14 Aug 7:10pm,AAMI Stadium,14113,5052,Port Adelaide,West Coast,61,60,5052,1363,1685,1513,1793,home_win,1,-1,home_win,True,home_win,True,False
156,2010, Sat 14 Aug 7:10pm,Marvel Stadium,42199,5053,Western Bulldogs,Geelong,60,161,5053,1835,1451,1972,1326,away_win,-101,101,away_win,True,away_win,True,False
157,2010, Sun 15 Aug 1:10pm,Gabba,25403,5054,Brisbane,Adelaide,97,104,5054,1425,1624,1598,1701,away_win,-7,7,home_win,False,home_win,False,False
