,date,venue,crowd,match_id,home_team,away_team,home_team_score,away_team_score
132, Sun 22 Jun 1:10pm,GIANTS Stadium,9059,5889,GWS, Carlton,100,92
133, Sun 22 Jun 3:20pm,Marvel Stadium,17317,5890,St Kilda, West Coast,70,103
134, Sun 22 Jun 4:40pm,MCG,26615,5891,Melbourne, North Melbourne,66,107
135, Fri 27 Jun 7:50pm,Marvel Stadium,43732,5892,Geelong, Essendon,89,80
136, Sat 28 Jun 1:45pm,UTAS Stadium,13178,5893,Hawthorn, Gold Coast,116,63
137, Sat 28 Jun 2:10pm,Marvel Stadium,28487,5894,St Kilda, Richmond,73,117
138, Sat 28 Jun 2:40pm,Domain Stadium,40490,5895,Fremantle, West Coast,88,81
139, Sat 28 Jun 7:40pm,Gabba,15862,5896,Brisbane, North Melbourne,70,66
140, Sat 28 Jun 7:40pm,SCG,27778,5897,Sydney, GWS,106,60
141, Sun 29 Jun 1:10pm,Marvel Stadium,24953,5898,Western Bulldogs, Melbourne,91,85
142, Sun 29 Jun 3:40pm,Adelaide Oval,50552,5900,Adelaide, Port Adelaide,99,76
143, Sun 29 Jun 7:10pm,MCG,40936,5899,Collingwood, Carlton,91,76
144, Fri 4 Jul 7:50pm,Marvel Stadium,35025,5901,North Melbourne, Hawthorn,108,88
145, Sat 5 Jul 1:45pm,MCG,34560,5902,Richmond, Brisbane,79,54
146, Sat 5 Jul 2:10pm,GIANTS Stadium,8383,5903,GWS, Adelaide,72,140
147, Sat 5 Jul 4:40pm,Metricon Stadium,24032,5904,Gold Coast, Collingwood,80,75
148, Sat 5 Jul 7:10pm,TIO Stadium,9290,5905,Melbourne, Fremantle,34,97
149, Sat 5 Jul 7:10pm,Adelaide Oval,46786,5906,Port Adelaide, Essendon,60,62
150, Sun 6 Jul 1:10pm,Marvel Stadium,29997,5907,Carlton, St Kilda,151,66
151, Sun 6 Jul 1:20pm,Domain Stadium,25076,5908,West Coast, Sydney,51,79
152, Sun 6 Jul 4:40pm,GMHBA Stadium,24766,5909,Geelong, Western Bulldogs,69,56
153, Fri 11 Jul 7:20pm,Adelaide Oval,50321,5910,Adelaide, Hawthorn,92,104
154, Sat 12 Jul 1:45pm,MCG,36385,5911,Melbourne, Geelong,36,102
155, Sat 12 Jul 2:10pm,Blundstone Arena,10641,5912,North Melbourne, St Kilda,92,33
156, Sat 12 Jul 4:40pm,Cazaly's Stadium,9746,5913,Western Bulldogs, Gold Coast,94,66
157, Sat 12 Jul 7:40pm,Gabba,13610,5915,Brisbane, West Coast,64,76
158, Sat 12 Jul 7:40pm,SCG,34965,5914,Sydney, Carlton,122,51
159, Sun 13 Jul 1:10pm,Marvel Stadium,21483,5916,Richmond, Port Adelaide,126,106
160, Sun 13 Jul 2:40pm,Domain Stadium,33597,5917,Fremantle, GWS,136,60
161, Sun 13 Jul 3:20pm,MCG,58992,5918,Essendon, Collingwood,103,39
162, Fri 18 Jul 7:50pm,Marvel Stadium,36689,5919,Carlton, North Melbourne,109,86
163, Sat 19 Jul 4:40pm,Marvel Stadium,16594,5920,St Kilda, Fremantle,118,60
164, Sat 19 Jul 7:40pm,GIANTS Stadium,7697,5921,GWS, Geelong,87,94
165, Sun 20 Jul 12:40pm,Adelaide Oval,37894,5922,Port Adelaide, Melbourne,72,69
166, Sun 20 Jul 4:40pm,Marvel Stadium,34476,5923,Western Bulldogs, Essendon,94,101
167, Fri 25 Jul 6:40pm,Domain Stadium,32270,5924,West Coast, Richmond,42,59
168, Sat 26 Jul 4:40pm,Gabba,27167,5925,Brisbane, Gold Coast,110,56
169, Sat 26 Jul 7:40pm,MCG,72760,5927,Hawthorn, Sydney,104,94
170, Sun 27 Jul 4:40pm,MCG,41482,5926,Collingwood, Adelaide,82,98
171, Thu 31 Jul 6:10pm,Domain Stadium,35401,5928,Fremantle, Carlton,83,78
172, Fri 1 Aug 7:50pm,SCG,36804,5929,Sydney, Essendon,79,57
173, Sat 2 Aug 1:10pm,Adelaide Oval,49470,5930,Adelaide, West Coast,105,136
174, Sat 2 Aug 4:40pm,MCG,23093,5931,Richmond, GWS,89,62
175, Sat 2 Aug 7:40pm,Marvel Stadium,32564,5933,North Melbourne, Geelong,79,111
176, Sat 2 Aug 7:40pm,Metricon Stadium,12027,5932,Gold Coast, St Kilda,117,64
177, Sun 3 Aug 1:10pm,Marvel Stadium,18079,5934,Melbourne, Brisbane,51,74
178, Sun 3 Aug 3:20pm,UTAS Stadium,14187,5936,Hawthorn, Western Bulldogs,107,45
179, Sun 3 Aug 4:40pm,MCG,32804,5935,Collingwood, Port Adelaide,76,70
180, Fri 8 Aug 7:50pm,MCG,58024,5937,Richmond, Essendon,95,77
181, Sat 9 Aug 1:45pm,Canberra Oval,10211,5938,GWS, North Melbourne,51,126
182, Sat 9 Aug 2:10pm,Marvel Stadium,28840,5939,Carlton, Gold Coast,97,58
183, Sat 9 Aug 4:40pm,MCG,37082,5940,Hawthorn, Melbourne,115,65
184, Sat 9 Aug 7:10pm,Adelaide Oval,50807,5941,Port Adelaide, Sydney,58,84
185, Sat 9 Aug 7:40pm,GMHBA Stadium,26855,5942,Geelong, Fremantle,81,79
186, Sun 10 Aug 1:10pm,Gabba,19657,5943,Brisbane, Adelaide,63,168
187, Sun 10 Aug 2:40pm,Domain Stadium,36458,5944,West Coast, Collingwood,126,66
188, Sun 10 Aug 3:20pm,Marvel Stadium,30095,5945,St Kilda, Western Bulldogs,99,122
189, Fri 15 Aug 7:50pm,Marvel Stadium,38812,5948,Carlton, Geelong,76,82
190, Sat 16 Aug 1:45pm,SCG,31361,5954,Sydney, St Kilda,127,56
191, Sat 16 Aug 2:10pm,Metricon Stadium,10042,5947,Gold Coast, Port Adelaide,47,56
192, Sat 16 Aug 4:40pm,Marvel Stadium,35905,5951,Essendon, West Coast,77,74
193, Sat 16 Aug 7:10pm,Adelaide Oval,50459,5950,Adelaide, Richmond,69,79
194, Sat 16 Aug 7:40pm,MCG,32926,5952,Collingwood, Brisbane,56,123
195, Sun 17 Aug 1:10pm,Marvel Stadium,27164,5949,North Melbourne, Western Bulldogs,111,61
196, Sun 17 Aug 2:40pm,Domain Stadium,35506,5953,Fremantle, Hawthorn,110,91
197, Sun 17 Aug 3:20pm,MCG,17218,5946,Melbourne, GWS,34,98
198, Fri 22 Aug 7:20pm,Adelaide Oval,52505,5955,Port Adelaide, Carlton,140,37
199, Sat 23 Aug 1:45pm,Blundstone Arena,10702,5956,North Melbourne, Adelaide,101,94
200, Sat 23 Aug 2:10pm,Marvel Stadium,33281,5957,Essendon, Gold Coast,108,89
201, Sat 23 Aug 4:40pm,GIANTS Stadium,10851,5958,GWS, Collingwood,67,75
202, Sat 23 Aug 5:40pm,Domain Stadium,35083,5959,West Coast, Melbourne,119,53
203, Sat 23 Aug 7:40pm,MCG,72212,5960,Hawthorn, Geelong,94,71
204, Sun 24 Aug 1:10pm,Gabba,17473,5961,Brisbane, Fremantle,48,106
205, Sun 24 Aug 3:20pm,Marvel Stadium,22430,5962,Western Bulldogs, Sydney,67,130
206, Sun 24 Aug 4:40pm,MCG,47188,5963,Richmond, St Kilda,98,72
0, Thu 2 Apr 7:20pm,MCG,83493,5964,Carlton, Richmond,78,105
1, Sat 4 Apr 1:40pm,MCG,27013,5965,Melbourne, Gold Coast,115,89
2, Sat 4 Apr 4:35pm,ANZ Stadium,23274,5966,Sydney, Essendon,72,60
3, Sat 4 Apr 6:20pm,Gabba,31240,5967,Brisbane, Collingwood,74,86
4, Sat 4 Apr 7:20pm,Marvel Stadium,22366,5968,Western Bulldogs, West Coast,97,87
5, Sun 5 Apr 1:10pm,Marvel Stadium,18794,5969,St Kilda, GWS,78,87
6, Sun 5 Apr 2:50pm,Adelaide Oval,46491,5970,Adelaide, North Melbourne,140,63
7, Sun 5 Apr 4:40pm,Domain Stadium,34099,5971,Fremantle, Port Adelaide,75,68
8, Mon 6 Apr 3:20pm,MCG,73584,5972,Hawthorn, Geelong,123,61
9, Fri 10 Apr 6:10pm,Domain Stadium,34588,5973,West Coast, Carlton,131,62
10, Sat 11 Apr 1:45pm,MCG,49945,5974,Richmond, Western Bulldogs,66,85
11, Sat 11 Apr 2:10pm,Canberra Oval,7760,5975,GWS, Melbourne,101,56
12, Sat 11 Apr 4:35pm,Marvel Stadium,33771,5976,Collingwood, Adelaide,63,90
13, Sat 11 Apr 7:10pm,Adelaide Oval,49765,5978,Port Adelaide, Sydney,44,92
14, Sat 11 Apr 7:20pm,Metricon Stadium,13649,5977,Gold Coast, St Kilda,76,104
15, Sun 12 Apr 1:10pm,GMHBA Stadium,23723,5979,Geelong, Fremantle,60,104
16, Sun 12 Apr 3:20pm,MCG,59866,5980,Essendon, Hawthorn,78,76
17, Sun 12 Apr 4:40pm,Marvel Stadium,22275,5981,North Melbourne, Brisbane,133,51
18, Fri 17 Apr 7:50pm,MCG,45197,5982,Collingwood, St Kilda,140,66
19, Sat 18 Apr 1:40pm,Adelaide Oval,43713,5984,Adelaide, Melbourne,80,55
20, Sat 18 Apr 1:45pm,MCG,54854,5983,Carlton, Essendon,84,105
21, Sat 18 Apr 4:35pm,SCG,31966,5985,Sydney, GWS,111,90
22, Sat 18 Apr 7:20pm,Marvel Stadium,22586,5986,North Melbourne, Port Adelaide,105,113
23, Sat 18 Apr 7:20pm,Gabba,22441,5987,Brisbane, Richmond,58,137
24, Sun 19 Apr 1:10pm,UTAS Stadium,15559,5988,Hawthorn, Western Bulldogs,127,57
25, Sun 19 Apr 2:40pm,Domain Stadium,39138,5990,West Coast, Fremantle,81,111
26, Sun 19 Apr 3:20pm,GMHBA Stadium,20813,5989,Geelong, Gold Coast,105,96
27, Fri 24 Apr 7:50pm,MCG,58175,5991,Richmond, Melbourne,51,83
28, Sat 25 Apr 1:10pm,Westpac Stadium,12125,5992,St Kilda, Carlton,81,121
29, Sat 25 Apr 2:40pm,MCG,88395,5993,Essendon, Collingwood,49,69
30, Sat 25 Apr 5:40pm,Canberra Oval,6917,5994,GWS, Gold Coast,119,53
31, Sat 25 Apr 6:45pm,Domain Stadium,39009,5996,Fremantle, Sydney,74,60
32, Sat 25 Apr 7:10pm,Adelaide Oval,50675,5995,Port Adelaide, Hawthorn,99,91
33, Sun 26 Apr 1:10pm,Gabba,16632,5997,Brisbane, West Coast,65,118
34, Sun 26 Apr 3:20pm,GMHBA Stadium,23452,5998,Geelong, North Melbourne,67,83
35, Sun 26 Apr 4:40pm,Marvel Stadium,19915,5999,Western Bulldogs, Adelaide,125,68
36, Fri 1 May 7:50pm,MCG,71759,6000,Carlton, Collingwood,45,120
37, Sat 2 May 1:45pm,MCG,45228,6001,Richmond, Geelong,76,85
38, Sat 2 May 2:10pm,SCG,25541,6002,Sydney, Western Bulldogs,73,77
39, Sat 2 May 4:35pm,Metricon Stadium,12464,6003,Gold Coast, Brisbane,118,54
40, Sat 2 May 5:40pm,Domain Stadium,34554,6005,West Coast, GWS,120,33
41, Sat 2 May 7:20pm,Marvel Stadium,38077,6004,North Melbourne, Hawthorn,70,130
42, Sun 3 May 1:10pm,MCG,22892,6006,Melbourne, Fremantle,50,118
43, Sun 3 May 3:20pm,Marvel Stadium,29869,6007,St Kilda, Essendon,80,82
44, Sun 3 May 4:10pm,Adelaide Oval,49735,6008,Adelaide, Port Adelaide,91,115
45, Fri 8 May 7:50pm,MCG,52152,6009,Collingwood, Geelong,59,100
46, Sat 9 May 1:45pm,Blundstone Arena,17544,6010,North Melbourne, Richmond,109,74
47, Sat 9 May 2:10pm,Marvel Stadium,29619,6011,Western Bulldogs, St Kilda,87,94
48, Sat 9 May 4:35pm,GIANTS Stadium,13556,6012,GWS, Hawthorn,108,98
49, Sat 9 May 5:10pm,Metricon Stadium,12464,6013,Gold Coast, Adelaide,78,119
50, Sat 9 May 6:10pm,Domain Stadium,37535,6015,Fremantle, Essendon,80,52
51, Sat 9 May 7:20pm,MCG,26894,6014,Melbourne, Sydney,50,88
52, Sun 10 May 3:20pm,Marvel Stadium,20273,6016,Carlton, Brisbane,75,84
53, Sun 10 May 4:10pm,Adelaide Oval,38508,6017,Port Adelaide, West Coast,68,78
54, Fri 15 May 7:50pm,Marvel Stadium,43972,6018,Essendon, North Melbourne,82,93
55, Sat 16 May 1:15pm,Adelaide Oval,43532,6019,Adelaide, St Kilda,119,73
56, Sat 16 May 2:10pm,MCG,41935,6020,Hawthorn, Melbourne,155,50
57, Sat 16 May 4:35pm,Marvel Stadium,16676,6021,Carlton, GWS,57,135
58, Sat 16 May 5:40pm,Domain Stadium,26964,6023,West Coast, Gold Coast,135,43
59, Sat 16 May 7:20pm,ANZ Stadium,28063,6022,Sydney, Geelong,120,77
60, Sun 17 May 1:10pm,Marvel Stadium,18170,6024,Western Bulldogs, Fremantle,88,101
61, Sun 17 May 3:20pm,MCG,59034,6025,Richmond, Collingwood,105,100
62, Sun 17 May 4:40pm,Gabba,15957,6026,Brisbane, Port Adelaide,102,65
63, Fri 22 May 7:50pm,Marvel Stadium,32032,6027,Geelong, Carlton,140,63
64, Sat 23 May 1:45pm,Marvel Stadium,23598,6028,St Kilda, West Coast,78,131
65, Sat 23 May 2:10pm,GIANTS Stadium,9481,6029,GWS, Adelaide,108,84
66, Sat 23 May 4:35pm,Metricon Stadium,16440,6030,Gold Coast, Collingwood,63,132
67, Sat 23 May 5:40pm,Domain Stadium,35836,6032,Fremantle, North Melbourne,115,42
68, Sat 23 May 7:20pm,MCG,63319,6031,Hawthorn, Sydney,69,73
69, Sun 24 May 1:10pm,Marvel Stadium,36857,6033,Essendon, Brisbane,136,78
70, Sun 24 May 3:20pm,MCG,29381,6034,Melbourne, Western Bulldogs,103,64
71, Sun 24 May 4:10pm,Adelaide Oval,45268,6035,Port Adelaide, Richmond,43,76
72, Fri 29 May 7:50pm,SCG,32105,6036,Sydney, Carlton,122,62
73, Sat 30 May 1:40pm,TIO Traegar Park,4866,6038,Melbourne, Port Adelaide,54,115
74, Sat 30 May 1:45pm,UTAS Stadium,11320,6037,Hawthorn, Gold Coast,93,40
75, Sat 30 May 4:35pm,Marvel Stadium,16395,6039,Western Bulldogs, GWS,113,68
76, Sat 30 May 7:10pm,Adelaide Oval,45518,6041,Adelaide, Fremantle,57,68
77, Sat 30 May 7:20pm,MCG,83804,6040,Richmond, Essendon,72,59
78, Sun 31 May 1:10pm,Gabba,16898,6042,Brisbane, St Kilda,86,108
79, Sun 31 May 2:40pm,Domain Stadium,37676,6044,West Coast, Geelong,120,64
80, Sun 31 May 3:20pm,MCG,43452,6043,Collingwood, North Melbourne,112,95
81, Fri 5 Jun 6:10pm,Domain Stadium,38019,6045,Fremantle, Richmond,70,97
82, Sat 6 Jun 1:40pm,MCG,32035,6046,Carlton, Adelaide,90,99
83, Sat 6 Jun 4:35pm,Metricon Stadium,13068,6047,Gold Coast, Sydney,41,93
84, Sat 6 Jun 7:10pm,Adelaide Oval,41813,6049,Port Adelaide, Western Bulldogs,100,62
85, Sat 6 Jun 7:20pm,Marvel Stadium,40632,6048,Essendon, Geelong,53,122
86, Sun 7 Jun 1:10pm,GIANTS Stadium,9079,6050,GWS, Brisbane,97,67
87, Sun 7 Jun 3:20pm,Blundstone Arena,12011,6051,North Melbourne, West Coast,85,75
88, Sun 7 Jun 4:40pm,Marvel Stadium,33886,6052,St Kilda, Hawthorn,69,132
89, Mon 8 Jun 3:20pm,MCG,66120,6053,Melbourne, Collingwood,85,110
90, Fri 12 Jun 7:20pm,Adelaide Oval,47058,6054,Port Adelaide, Geelong,69,92
91, Sat 13 Jun 1:40pm,Metricon Stadium,8911,6055,Gold Coast, Fremantle,46,53
92, Sat 13 Jun 2:35pm,Domain Stadium,37306,6056,West Coast, Essendon,96,46
93, Sat 13 Jun 7:20pm,Marvel Stadium,32217,6057,North Melbourne, Sydney,75,91
94, Sun 14 Jun 1:10pm,MCG,43390,6058,Collingwood, GWS,119,77
95, Sun 14 Jun 4:40pm,Marvel Stadium,25187,6059,St Kilda, Melbourne,85,83
96, ,BYE,,6060,Brisbane,,,
97, ,BYE,,6061,Adelaide,,,
98, ,BYE,,6062,Western Bulldogs,,,
99, ,BYE,,6063,Hawthorn,,,
100, ,BYE,,6064,Carlton,,,
101, ,BYE,,6065,Richmond,,,
102, Thu 18 Jun 7:20pm,Adelaide Oval,50023,6066,Adelaide, Hawthorn,85,114
103, Fri 19 Jun 7:50pm,MCG,45178,6067,Richmond, West Coast,70,90
104, Sat 20 Jun 1:40pm,MCG,27693,6068,Carlton, Port Adelaide,110,106
105, Sat 20 Jun 4:35pm,GIANTS Stadium,7824,6069,GWS, North Melbourne,61,117
106, Sat 20 Jun 7:20pm,Marvel Stadium,21129,6070,Western Bulldogs, Brisbane,146,74
107, Sun 21 Jun 3:20pm,GMHBA Stadium,28007,6071,Geelong, Melbourne,89,113
108, ,BYE,,6072,Sydney,,,
109, ,BYE,,6073,St Kilda,,,
110, ,BYE,,6074,Essendon,,,
111, ,BYE,,6075,Gold Coast,,,
112, ,BYE,,6077,Collingwood,,,
113, ,BYE,,6076,Fremantle,,,
114, Thu 25 Jun 6:10pm,Domain Stadium,37145,6078,Fremantle, Collingwood,80,73
115, Fri 26 Jun 7:50pm,SCG,37579,6080,Sydney, Richmond,77,95
116, Sat 27 Jun 1:40pm,MCG,62500,6081,Hawthorn, Essendon,114,76
117, Sat 27 Jun 4:35pm,Gabba,18146,6082,Brisbane, Adelaide,69,82
118, Sat 27 Jun 7:20pm,Marvel Stadium,26511,6083,St Kilda, Western Bulldogs,56,62
119, Sun 28 Jun 3:20pm,Marvel Stadium,30207,6084,Carlton, Gold Coast,103,69
120, ,BYE,,6086,North Melbourne,,,
121, ,BYE,,6085,West Coast,,,
122, ,BYE,,6087,GWS,,,
123, ,BYE,,6088,Geelong,,,
124, ,BYE,,6089,Melbourne,,,
125, ,BYE,,6090,Port Adelaide,,,
126, Thu 2 Jul 7:20pm,SCG,28316,6091,Sydney, Port Adelaide,94,84
127, Fri 3 Jul 7:50pm,MCG,75880,6092,Collingwood, Hawthorn,91,101
128, Sat 4 Jul 1:40pm,MCG,35968,6093,Richmond, GWS,78,69
129, Sat 4 Jul 4:35pm,Metricon Stadium,14444,6095,Gold Coast, North Melbourne,125,70
130, Sat 4 Jul 7:10pm,TIO Stadium,11873,6094,Melbourne, West Coast,60,114
131, Sat 4 Jul 7:20pm,Marvel Stadium,31445,6096,Western Bulldogs, Carlton,64,53
132, Sun 5 Jul 1:10pm,Marvel Stadium,38020,6097,Essendon, St Kilda,52,162
133, Sun 5 Jul 2:40pm,Domain Stadium,32970,6098,Fremantle, Brisbane,84,48
134, ,MATCH CANCELLED,,6099,Adelaide,,,
135, ,MATCH CANCELLED,,6101,Geelong,,,
136, Thu 9 Jul 7:20pm,Adelaide Oval,45418,6100,Port Adelaide, Collingwood,66,63
137, Fri 10 Jul 7:50pm,MCG,52564,6102,Richmond, Carlton,71,41
138, Sat 11 Jul 1:40pm,MCG,38861,6104,Essendon, Melbourne,69,60
139, Sat 11 Jul 4:35pm,Cazaly's Stadium,9449,6103,Western Bulldogs, Gold Coast,95,73
140, Sat 11 Jul 5:40pm,Domain Stadium,38133,6105,West Coast, Adelaide,147,91
141, Sat 11 Jul 7:20pm,Marvel Stadium,31270,6107,North Melbourne, Geelong,120,79
142, Sun 12 Jul 1:10pm,GIANTS Stadium,9178,6106,GWS, St Kilda,84,49
143, Sun 12 Jul 3:20pm,UTAS Stadium,16792,6108,Hawthorn, Fremantle,115,43
144, Sun 12 Jul 4:40pm,Gabba,16936,6109,Brisbane, Sydney,49,70
145, Fri 17 Jul 7:50pm,Marvel Stadium,31025,6110,North Melbourne, Essendon,93,68
146, Sat 18 Jul 1:45pm,GMHBA Stadium,25041,6111,Geelong, Western Bulldogs,72,64
147, Sat 18 Jul 2:10pm,Metricon Stadium,9589,6112,Gold Coast, GWS,79,94
148, Sat 18 Jul 4:35pm,Marvel Stadium,36527,6113,Collingwood, West Coast,56,87
149, Sat 18 Jul 5:40pm,Domain Stadium,33581,6114,Fremantle, Carlton,95,53
150, Sat 18 Jul 7:20pm,ANZ Stadium,37369,6116,Sydney, Hawthorn,57,146
151, Sun 19 Jul 1:10pm,MCG,25149,6115,Melbourne, Brisbane,60,36
152, Sun 19 Jul 2:50pm,Adelaide Oval,54468,6117,Port Adelaide, Adelaide,113,116
153, Sun 19 Jul 4:40pm,Marvel Stadium,45722,6118,St Kilda, Richmond,73,89
154, Fri 24 Jul 7:50pm,Marvel Stadium,26815,6119,Carlton, Hawthorn,35,173
155, Sat 25 Jul 1:40pm,Adelaide Oval,42656,6120,Adelaide, Gold Coast,125,80
156, Sat 25 Jul 1:45pm,Canberra Oval,14667,6122,GWS, Geelong,42,69
157, Sat 25 Jul 4:35pm,MCG,39777,6121,Richmond, Fremantle,78,82
158, Sat 25 Jul 7:20pm,Gabba,15563,6123,Brisbane, North Melbourne,38,110
159, Sat 25 Jul 7:20pm,Marvel Stadium,23705,6124,Essendon, Port Adelaide,116,129
160, Sun 26 Jul 1:10pm,Marvel Stadium,40581,6125,Western Bulldogs, Collingwood,104,86
161, Sun 26 Jul 2:40pm,Domain Stadium,38760,6126,West Coast, Sydney,103,51
162, Sun 26 Jul 3:20pm,MCG,22945,6127,Melbourne, St Kilda,46,83
163, Fri 31 Jul 7:50pm,MCG,66305,6128,Hawthorn, Richmond,53,71
164, Sat 1 Aug 1:45pm,GMHBA Stadium,21914,6129,Geelong, Brisbane,113,57
165, Sat 1 Aug 2:10pm,MCG,37894,6131,Collingwood, Melbourne,54,91
166, Sat 1 Aug 4:35pm,SCG,38690,6130,Sydney, Adelaide,117,65
167, Sat 1 Aug 7:20pm,Marvel Stadium,25251,6132,Carlton, North Melbourne,54,118
168, Sat 1 Aug 7:20pm,Metricon Stadium,9341,6134,Gold Coast, West Coast,83,83
169, Sun 2 Aug 12:40pm,Adelaide Oval,36850,6133,Port Adelaide, St Kilda,112,49
170, Sun 2 Aug 2:40pm,Domain Stadium,34626,6135,Fremantle, GWS,84,63
171, Sun 2 Aug 3:20pm,Marvel Stadium,33466,6136,Essendon, Western Bulldogs,40,127
172, Fri 7 Aug 7:20pm,Adelaide Oval,50094,6137,Adelaide, Richmond,88,52
173, Sat 8 Aug 1:45pm,MCG,48133,6138,Collingwood, Carlton,105,87
174, Sat 8 Aug 2:10pm,Marvel Stadium,20590,6140,Western Bulldogs, Port Adelaide,128,64
175, Sat 8 Aug 4:35pm,Gabba,20025,6139,Brisbane, Gold Coast,100,114
176, Sat 8 Aug 5:40pm,Domain Stadium,34843,6141,West Coast, Hawthorn,74,88
177, Sat 8 Aug 7:20pm,GMHBA Stadium,27910,6143,Geelong, Sydney,95,63
178, Sun 9 Aug 1:10pm,MCG,30695,6142,Melbourne, North Melbourne,92,127
179, Sun 9 Aug 3:20pm,GIANTS Stadium,10093,6144,GWS, Essendon,93,61
180, Sun 9 Aug 4:40pm,Marvel Stadium,16419,6145,St Kilda, Fremantle,59,96
181, Fri 14 Aug 7:50pm,SCG,38408,6146,Sydney, Collingwood,87,76
182, Sat 15 Aug 1:45pm,Marvel Stadium,25914,6147,Essendon, Adelaide,59,171
183, Sat 15 Aug 2:10pm,Blundstone Arena,14346,6149,North Melbourne, St Kilda,120,83
184, Sat 15 Aug 4:05pm,Adelaide Oval,33281,6148,Port Adelaide, GWS,111,90
185, Sat 15 Aug 7:20pm,Gabba,17744,6150,Brisbane, Carlton,131,67
186, Sat 15 Aug 7:20pm,MCG,55802,6152,Geelong, Hawthorn,85,121
187, Sun 16 Aug 1:10pm,MCG,38508,6151,Richmond, Gold Coast,138,55
188, Sun 16 Aug 2:40pm,Domain Stadium,41959,6154,Fremantle, West Coast,80,104
189, Sun 16 Aug 3:20pm,Marvel Stadium,27805,6156,Western Bulldogs, Melbourne,153,55
190, Fri 21 Aug 7:50pm,Marvel Stadium,28657,6159,Hawthorn, Port Adelaide,86,108
191, Sat 22 Aug 1:45pm,MCG,63178,6160,Collingwood, Richmond,56,147
192, Sat 22 Aug 2:10pm,GIANTS Stadium,19507,6155,GWS, Sydney,44,133
193, Sat 22 Aug 4:35pm,Metricon Stadium,16253,6161,Gold Coast, Essendon,97,95
194, Sat 22 Aug 7:10pm,Adelaide Oval,47527,6157,Adelaide, Brisbane,131,44
195, Sat 22 Aug 7:20pm,Marvel Stadium,25245,6158,St Kilda, Geelong,97,97
196, Sun 23 Aug 1:10pm,Marvel Stadium,23857,6153,North Melbourne, Fremantle,94,83
197, Sun 23 Aug 2:40pm,Domain Stadium,37733,6163,West Coast, Western Bulldogs,162,85
198, Sun 23 Aug 3:20pm,MCG,33962,6164,Carlton, Melbourne,78,55
199, Fri 28 Aug 7:50pm,MCG,40582,6165,Geelong, Collingwood,62,110
200, Sat 29 Aug 1:45pm,GIANTS Stadium,9538,6166,GWS, Carlton,132,51
201, Sat 29 Aug 2:10pm,UTAS Stadium,11731,6167,Hawthorn, Brisbane,134,62
202, Sat 29 Aug 4:35pm,Marvel Stadium,37299,6168,North Melbourne, Western Bulldogs,73,96
203, Sat 29 Aug 7:20pm,Metricon Stadium,9343,6169,Gold Coast, Port Adelaide,51,88
204, Sat 29 Aug 7:20pm,MCG,37864,6170,Essendon, Richmond,47,74
205, Sun 30 Aug 12:40pm,Adelaide Oval,53445,6171,Adelaide, West Coast,126,69
0, Thu 24 Mar 7:20pm,MCG,75706,6172,Richmond, Carlton,92,83
1, Sat 26 Mar 1:40pm,MCG,28505,6173,Melbourne, GWS,80,78
2, Sat 26 Mar 3:35pm,Metricon Stadium,16239,6174,Gold Coast, Essendon,121,60
3, Sat 26 Mar 7:25pm,ANZ Stadium,33857,6176,Sydney, Collingwood,133,53
4, Sat 26 Mar 7:25pm,Marvel Stadium,25485,6175,North Melbourne, Adelaide,107,97
5, Sun 27 Mar 1:10pm,Marvel Stadium,27832,6177,Western Bulldogs, Fremantle,103,38
6, Sun 27 Mar 2:50pm,Adelaide Oval,43807,6178,Port Adelaide, St Kilda,133,100
7, Sun 27 Mar 4:40pm,Domain Stadium,35201,6179,West Coast, Brisbane,166,102
8, Mon 28 Mar 3:20pm,MCG,74218,6180,Geelong, Hawthorn,116,86
9, Fri 1 Apr 7:50pm,MCG,72761,6181,Collingwood, Richmond,87,86
10, Sat 2 Apr 1:15pm,Adelaide Oval,51585,6182,Adelaide, Port Adelaide,144,86
11, Sat 2 Apr 2:10pm,MCG,50424,6183,Essendon, Melbourne,80,67
12, Sat 2 Apr 3:35pm,Gabba,18021,6184,Brisbane, North Melbourne,83,117
13, Sat 2 Apr 4:40pm,Domain Stadium,34208,6186,Fremantle, Gold Coast,100,126
14, Sat 2 Apr 7:25pm,Marvel Stadium,37353,6185,St Kilda, Western Bulldogs,36,93
15, Sun 3 Apr 1:10pm,Canberra Oval,13656,6187,GWS, Geelong,89,76
16, Sun 3 Apr 3:20pm,MCG,42977,6188,Hawthorn, West Coast,99,53
17, Sun 3 Apr 4:40pm,Marvel Stadium,33146,6189,Carlton, Sydney,71,131
18, Fri 8 Apr 7:20pm,Adelaide Oval,44601,6190,Port Adelaide, Essendon,112,51
19, Sat 9 Apr 1:45pm,MCG,50903,6191,St Kilda, Collingwood,119,90
20, Sat 9 Apr 2:10pm,Marvel Stadium,29951,6192,Richmond, Adelaide,92,128
21, Sat 9 Apr 4:35pm,SCG,37045,6193,Sydney, GWS,93,68
22, Sat 9 Apr 5:40pm,Domain Stadium,40555,6195,West Coast, Fremantle,92,59
23, Sat 9 Apr 7:25pm,Metricon Stadium,13885,6194,Gold Coast, Carlton,95,41
24, Sun 10 Apr 1:10pm,Blundstone Arena,12607,6196,North Melbourne, Melbourne,136,131
25, Sun 10 Apr 3:20pm,Marvel Stadium,46808,6197,Western Bulldogs, Hawthorn,90,93
