,Fanfooty Match ID,Team,DT,SC
221,http://live.fanfooty.com.au/game/matchcentre.html?id=3536,PA,1574,1835.0
222,http://live.fanfooty.com.au/game/matchcentre.html?id=3537,ES,1875,1900.0
223,http://live.fanfooty.com.au/game/matchcentre.html?id=3537,SK,1504,1439.0
224,http://live.fanfooty.com.au/game/matchcentre.html?id=3538,CA,1289,1320.0
225,http://live.fanfooty.com.au/game/matchcentre.html?id=3538,CO,1736,1978.0
226,http://live.fanfooty.com.au/game/matchcentre.html?id=3539,HW,1402,1627.0
227,http://live.fanfooty.com.au/game/matchcentre.html?id=3539,PA,1395,1675.0
228,http://live.fanfooty.com.au/game/matchcentre.html?id=3540,GE,1827,1909.0
229,http://live.fanfooty.com.au/game/matchcentre.html?id=3540,SY,1380,1401.0
230,http://live.fanfooty.com.au/game/matchcentre.html?id=3541,BL,1475,1544.0
231,http://live.fanfooty.com.au/game/matchcentre.html?id=3541,ME,1733,1786.0
232,http://live.fanfooty.com.au/game/matchcentre.html?id=3542,AD,1619,1729.0
233,http://live.fanfooty.com.au/game/matchcentre.html?id=3542,RI,1460,1581.0
234,http://live.fanfooty.com.au/game/matchcentre.html?id=3543,NM,1487,1505.0
235,http://live.fanfooty.com.au/game/matchcentre.html?id=3543,WB,1929,1806.0
236,http://live.fanfooty.com.au/game/matchcentre.html?id=3544,FR,1557,1828.0
237,http://live.fanfooty.com.au/game/matchcentre.html?id=3544,WC,1478,1474.0
238,http://live.fanfooty.com.au/game/matchcentre.html?id=3545,CA,1509,1707.0
239,http://live.fanfooty.com.au/game/matchcentre.html?id=3545,ES,1493,1645.0
240,http://live.fanfooty.com.au/game/matchcentre.html?id=3546,HW,1299,1442.0
241,http://live.fanfooty.com.au/game/matchcentre.html?id=3546,SY,1608,1889.0
242,http://live.fanfooty.com.au/game/matchcentre.html?id=3547,FR,1457,1351.0
243,http://live.fanfooty.com.au/game/matchcentre.html?id=3547,NM,1973,1956.0
244,http://live.fanfooty.com.au/game/matchcentre.html?id=3548,CO,1687,1743.0
245,http://live.fanfooty.com.au/game/matchcentre.html?id=3548,GE,1624,1578.0
246,http://live.fanfooty.com.au/game/matchcentre.html?id=3549,BL,1639,1703.0
247,http://live.fanfooty.com.au/game/matchcentre.html?id=3549,WC,1463,1593.0
248,http://live.fanfooty.com.au/game/matchcentre.html?id=3550,PA,1191,1244.0
249,http://live.fanfooty.com.au/game/matchcentre.html?id=3550,SK,2073,2068.0
250,http://live.fanfooty.com.au/game/matchcentre.html?id=3551,ME,1559,1745.0
251,http://live.fanfooty.com.au/game/matchcentre.html?id=3551,RI,1401,1572.0
252,http://live.fanfooty.com.au/game/matchcentre.html?id=3552,AD,1734,1761.0
253,http://live.fanfooty.com.au/game/matchcentre.html?id=3552,WB,1546,1592.0
254,http://live.fanfooty.com.au/game/matchcentre.html?id=3553,CO,1865,2055.0
255,http://live.fanfooty.com.au/game/matchcentre.html?id=3553,ES,1250,1248.0
256,http://live.fanfooty.com.au/game/matchcentre.html?id=3554,CA,1643,1933.0
257,http://live.fanfooty.com.au/game/matchcentre.html?id=3554,RI,1324,1374.0
258,http://live.fanfooty.com.au/game/matchcentre.html?id=3555,FR,1406,1490.0
259,http://live.fanfooty.com.au/game/matchcentre.html?id=3555,SY,1590,1810.0
260,http://live.fanfooty.com.au/game/matchcentre.html?id=3556,GE,1835,1999.0
261,http://live.fanfooty.com.au/game/matchcentre.html?id=3556,WB,1451,1337.0
262,http://live.fanfooty.com.au/game/matchcentre.html?id=3557,PA,1685,1792.0
263,http://live.fanfooty.com.au/game/matchcentre.html?id=3557,WC,1363,1536.0
264,http://live.fanfooty.com.au/game/matchcentre.html?id=3558,AD,1425,1598.0
265,http://live.fanfooty.com.au/game/matchcentre.html?id=3558,BL,1624,1701.0
266,http://live.fanfooty.com.au/game/matchcentre.html?id=3559,HW,1607,1784.0
267,http://live.fanfooty.com.au/game/matchcentre.html?id=3559,ME,1459,1525.0
268,http://live.fanfooty.com.au/game/matchcentre.html?id=3560,NM,1521,1491.0
269,http://live.fanfooty.com.au/game/matchcentre.html?id=3560,SK,1759,1815.0
270,http://live.fanfooty.com.au/game/matchcentre.html?id=3561,CA,1349,1456.0
